ID,Player Name,Name in FPL,Position,Team,News,Teams Selected By %,PPG,PPG Rank (Position),PPG Rank (All),,xPoints Upcoming GW,xPoints Next GW,Starts,Minutes Played,Goals,Assists,xG,xG per 90,xA,xA per 90,xGI,xGI per 90,Clean Sheets,Clean Sheets per 90,Goals Conceded,Goals Conceded per 90,xGC,xGC per 90,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards),Red Cards,Saves,Saves per 90,Bonus,Total BPS,Influence,Creativity,Threat,ICT Index,Influence Rank (Position),Influence Rank (All),Creativity Rank (Position),Creativity Rank (All),Threat Rank (Position),Threat Rank (All),ICT Index Rank (Position),ICT Index Rank (All),Total Points,Transfers in (Round),Transfers in (Season),Transfers Out (Round),Transfers out (Season),Season Value (Points Per Million),Value (Form; Points Per Million),Form,Current Form Rank (All),Dream Team Count
586,Jorge Cuenca Barreno,J.Cuenca,DEF,Fulham,,0,1,143,402,,-0.4,1.1,1,93,0,0,0,0,0,0,0,0,0,0,3,2.9,2.56,2.48,0,0,0,0,0,0,0,0,17,24.8,0,0,2.4,136,382,223,562,218,539,145,427,4,115,1262,30,4825,0.9,0.1,0.6,309,0
604,Josh King,King,MID,Fulham,,0.1,1,191,413,,-0.8,0.7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.54,0,0,0,0,0,0,0,0,3,5.2,0.6,0,0.6,212,445,221,430,280,626,220,460,1,60,11953,135,11865,0.2,0,0.2,379,0
605,Martial Godo,Godo,MID,Fulham,,0,0,286,648,,-1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,642,286,639,279,622,284,644,0,18,4376,70,4483,0,0,0,600,0
622,Sander Berge,Berge,MID,Fulham,,0,1.8,128,277,,0.6,2.1,9,881,0,0,0.08,0.01,0.27,0.03,0.35,0.04,1,0.1,14,1.43,13.95,1.43,0,0,0,2,0,0,0,2,140,159.6,136.2,13,30.8,81,199,98,142,178,327,115,225,23,63,3279,50,2457,4.6,0.3,1.6,203,0
690,Samuel Amissah,Amissah,DEF,Fulham,,0,0,206,551,,-1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,545,205,526,194,492,207,547,0,95,919,70,238,0,0,0,476,0
260,Ali Al-Hamadi,Al-Hamadi,FWD,Ipswich,,0.3,0.7,50,469,,0.8,0.8,0,67,0,0,0.06,0.08,0.03,0.04,0.09,0.12,0,0,3,4.03,2.53,3.4,0,0,0,2,0,0,0,0,14,5.4,12.7,10,2.7,44,443,39,355,42,344,43,419,5,695,48531,654,62330,1,0.2,0.8,290,0
261,Elkan Baggott,Baggott,DEF,Ipswich,Season long loan to Blackpool,0,0,191,536,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,531,191,512,176,474,193,533,0,0,0,14,2568,0,0,0,459,0
262,Nathan Broadhead,Broadhead,MID,Ipswich,,0,1,203,428,,0.4,0.4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.13,0,0,0,0,0,0,0,0,12,6.4,2.2,2,1.1,209,439,214,412,213,400,215,450,2,15,915,19,1623,0.4,0.1,0.4,346,0
263,Cameron Burgess,Burgess,DEF,Ipswich,,2.5,1.9,78,257,,2,2,8,720,0,1,0.55,0.07,0.22,0.03,0.77,0.1,0,0,13,1.62,16.25,2.03,0,0,0,0,0,0,0,0,78,194.4,40.7,71,30.7,64,161,83,284,50,201,70,226,15,4589,313254,2825,95428,3.8,0.5,2,152,0
264,Wes Burns,Burns,MID,Ipswich,,0,1.6,140,302,,2.2,2.2,8,652,0,1,0.33,0.05,1.12,0.15,1.45,0.2,0,0,16,2.21,17.44,2.41,0,0,0,1,0,0,0,0,103,79.4,130.7,52,25.5,138,298,104,150,130,236,130,257,21,98,3775,95,9330,4.4,0.5,2.2,140,0
265,Conor Chaplin,Chaplin,MID,Ipswich,,0.1,2.2,96,221,,3.2,3.2,6,544,1,2,1.18,0.2,0.35,0.06,1.53,0.26,1,0.17,8,1.32,12.37,2.05,0,0,0,1,0,0,0,0,109,88.8,90.4,86,26,132,288,124,194,107,176,128,253,31,239,6318,146,21842,6.1,0.6,3.2,86,0
266,Harry Clarke,H.Clarke,DEF,Ipswich,,0.1,0,175,508,,0.8,0.8,3,286,0,0,0.08,0.03,0.09,0.03,0.17,0.06,0,0,6,1.89,6.77,2.13,1,0,0,1,1,0,0,0,0,43.4,19.4,35,9.5,125,355,109,332,80,264,114,349,0,206,8175,171,5743,0,0.2,0.8,272,0
267,Leif Davis,Davis,DEF,Ipswich,,2.5,2.6,45,161,,1.8,1.8,16,1440,1,2,0.63,0.04,3.23,0.2,3.86,0.24,1,0.06,28,1.75,33.59,2.1,0,0,0,2,0,0,0,5,171,292.4,512.1,96,90.1,25,68,1,5,28,160,3,31,41,1080,316553,5988,232059,9.1,0.4,1.8,178,2
268,Liam Delap,Delap,FWD,Ipswich,Suspended until 27 Dec,4.5,3.7,16,71,,1.6,0,15,1186,6,1,4.51,0.34,0.92,0.07,5.43,0.41,2,0.15,21,1.59,24.55,1.86,0,0,0,5,0,0,0,7,207,249.8,180.3,342,76.8,14,107,5,98,15,32,13,53,59,3230,1099325,30810,688274,10.5,0.3,1.6,206,1
269,George Edmundson,Edmundson,DEF,Ipswich,Loaned to Middlesbrough,0.1,1,128,383,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,176,501,175,482,158,442,176,503,1,0,2076,34,13793,0.2,0,0,426,0
270,Jacob Greaves,Greaves,DEF,Ipswich,,3.7,1.5,97,310,,0.2,0.2,8,720,0,0,0.43,0.05,0.02,0,0.45,0.05,1,0.12,15,1.88,17.34,2.17,0,0,0,2,0,0,0,0,58,179.8,5.9,63,24.9,71,180,132,393,58,214,83,260,12,947,722511,4730,400782,3,0,0.2,362,0
271,Marcus Myers-Harness,Harness,MID,Ipswich,Loaned to Derby County,0,1,202,427,,0,0,0,43,0,0,0,0,0.05,0.1,0.05,0.1,0,0,2,4.19,1.36,2.85,0,0,0,0,0,0,0,0,4,9.4,1.9,6,1.7,204,430,215,414,197,369,211,440,2,0,347,8,2356,0.4,0,0,635,0
272,George Hirst,Hirst,FWD,Ipswich,Knee injury - Expected back 16 Jan,0,2.1,31,241,,0,0,1,174,1,1,0.77,0.4,0.1,0.05,0.87,0.45,0,0,4,2.07,6.5,3.36,0,0,0,1,0,0,0,2,56,60.2,37,68,16.7,32,332,33,290,34,207,33,307,17,21,10115,63,10508,3.1,0,0,680,1
273,Cameron Humphreys,Humphreys,MID,Ipswich,Loaned to Wycombe,0,0,271,631,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,624,271,621,264,604,269,626,0,0,651,13,4927,0,0,0,583,0
274,Omari Giraud-Hutchinson,Hutchinson,MID,Ipswich,,0.4,2.6,70,167,,3.4,3.4,15,1312,1,1,1.35,0.09,1.19,0.08,2.54,0.17,2,0.14,22,1.51,27.3,1.87,0,0,0,4,0,0,0,3,148,170.8,217.1,214,60.4,76,189,58,74,38,62,56,92,39,601,48965,1478,69369,7.5,0.7,3.4,80,0
275,Ben Johnson,Johnson,DEF,Ipswich,,2.1,1.1,119,370,,0.4,0.4,5,497,0,1,0.04,0.01,0.24,0.04,0.28,0.05,0,0,14,2.54,16.45,2.98,0,0,0,1,0,0,0,0,28,118.6,45.4,11,17.6,94,250,80,278,111,333,99,301,9,7844,241544,2366,386424,2.3,0.1,0.4,325,0
276,Freddie Ladapo,Ladapo,FWD,Ipswich,Mutual termination of contract,0.5,0,52,588,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,581,50,576,49,554,49,583,0,0,59882,623,202593,0,0,0,535,0
277,Massimo Luongo,Luongo,MID,Ipswich,,0.3,1.4,155,331,,0,0,2,143,0,0,0,0,0,0,0,0,0,0,4,2.52,5.08,3.2,0,0,0,0,0,0,0,0,26,25,4.3,0,3,177,381,210,397,219,529,197,410,7,270,69768,575,75589,1.6,0,0,509,0
278,Sam Morsy,Morsy,MID,Ipswich,,0.2,2.7,67,157,,2,2,15,1343,1,1,0.29,0.02,0.88,0.06,1.17,0.08,1,0.07,24,1.61,29.23,1.96,0,0,0,4,0,0,0,5,234,242,186.2,23,45.1,39,115,73,93,161,292,86,149,40,269,38476,597,41844,8.2,0.4,2,161,0
279,Corrie Ndaba,Ndaba,DEF,Ipswich,Permanent transfer to Kilmarnock,0,0,176,509,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,504,177,485,160,445,178,506,0,0,0,2,591,0,0,0,430,0
280,Cieran Slicker,Slicker,GKP,Ipswich,,0.7,0,56,512,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,507,34,489,24,449,56,509,0,118,27406,375,47670,0,0,0,434,0
281,Jack Taylor,Taylor,MID,Ipswich,,0,1.4,158,335,,2.2,2.2,1,298,1,0,0.53,0.16,0.7,0.21,1.23,0.37,0,0,3,0.91,6.64,2.01,0,0,0,3,0,0,0,1,62,84,76.6,63,22.2,135,291,137,217,123,215,137,273,15,210,1816,39,3491,3.1,0.5,2.2,143,0
282,Axel Tuanzebe,Tuanzebe,DEF,Ipswich,Hamstring injury - Unknown return date,1.9,1.7,88,284,,0,0,9,770,0,0,0.18,0.02,0.05,0.01,0.23,0.03,1,0.12,13,1.52,15.48,1.81,0,0,0,3,0,0,0,0,54,122.2,48.3,19,18.9,92,245,74,269,97,307,94,291,15,94,379785,4441,310159,3.8,0.2,0.6,304,0
283,Christian Walton,Walton,GKP,Ipswich,,0.2,2,30,245,,0,0,1,90,0,0,0,0,0,0,0,0,0,0,2,2,2.65,2.65,0,0,0,0,0,3,3,0,9,28.2,0,0,2.8,31,377,53,544,45,513,31,416,2,81,9037,128,17037,0.5,0,0,493,0
284,Luke Woolfenden,Woolfenden,DEF,Ipswich,,1.5,0.8,153,455,,0,0,4,377,0,0,0.03,0.01,0.01,0,0.04,0.01,0,0,10,2.39,9.44,2.25,0,0,0,1,0,0,0,0,23,72.2,2.8,6,8.2,109,309,143,407,122,360,117,359,4,84,118844,1457,106793,1,0,0,428,0
359,Kalvin Phillips,Phillips,MID,Ipswich,,0.1,1.6,141,303,,0,0,7,536,0,0,0.31,0.05,0.22,0.04,0.53,0.09,1,0.17,14,2.35,12.49,2.1,0,0,0,1,1,0,0,0,69,68.4,55.7,25,14.7,149,317,160,254,160,289,160,319,11,34,4846,56,11331,2.3,0,0,627,0
568,Arijanet Muric,Muric,GKP,Ipswich,,1.1,2.9,22,127,,3,3,15,1350,0,0,0,0,0.01,0,0.01,0,1,0.07,26,1.73,30.94,2.06,0,0,0,1,0,61,4.07,5,171,456.6,0,0,45.6,3,11,60,561,52,537,3,147,44,1566,171432,1169,103108,10,0.7,3,91,0
583,Conor Townsend,Townsend,DEF,Ipswich,,0.4,1,126,381,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,90,0.23,20.7,0,0,0,0,0,0,0,0,2,4,10,0,1.4,156,451,120,371,149,426,153,447,1,133,23696,390,29816,0.2,0,0,410,0
611,Sam Szmodics,Szmodics,MID,Ipswich,,0.3,2.9,58,139,,1.2,1.2,10,743,3,0,2.89,0.35,0.39,0.05,3.28,0.4,2,0.24,11,1.33,17.88,2.17,0,0,0,2,0,0,0,2,116,159.2,61.5,211,42.6,82,200,151,243,39,64,92,161,40,276,103895,2438,91049,6.9,0.2,1.2,249,0
619,Jens Cajuste,Cajuste,MID,Ipswich,,0.1,1.5,145,314,,1.6,1.6,7,546,0,0,0.08,0.01,0.2,0.03,0.28,0.04,0,0,11,1.81,13.53,2.23,0,0,0,2,0,0,0,0,78,44.6,65,8,11.7,167,352,147,235,189,351,164,334,15,503,20623,433,10115,3.3,0.4,1.6,199,0
630,Dara O'Shea,O'Shea,DEF,Ipswich,,1.9,1.6,93,296,,1.4,1.4,13,1142,0,0,0.6,0.05,0.14,0.01,0.74,0.06,1,0.08,21,1.65,26.08,2.06,0,0,0,3,0,0,0,1,103,316,9.9,99,42.5,19,56,121,376,25,154,45,162,21,8480,272944,3096,78457,5.2,0.4,1.4,209,0
631,Jack Clarke,J.Clarke,MID,Ipswich,,0,1.6,144,307,,1.8,1.8,4,494,0,2,0.76,0.14,0.68,0.12,1.44,0.26,0,0,13,2.37,12.58,2.29,0,0,0,1,0,0,0,0,94,100.8,116.9,76,29.2,122,273,110,165,116,192,121,235,23,104,6947,97,5849,4.2,0.3,1.8,188,0
632,Chiedozie Ogbene,Ogbene,MID,Ipswich,Achilles injury - Expected back 01 Jun,0,1.4,160,337,,0,0,3,237,0,0,0,0,0.05,0.02,0.05,0.02,0,0,3,1.14,2.36,0.9,0,0,0,0,0,0,0,0,29,22.8,30.2,12,6.4,182,389,179,303,179,330,186,379,7,9,2279,15,2243,1.4,0,0,641,0
117,Facundo Buonanotte,Buonanotte,MID,Leicester,,1.1,3.8,26,60,,2.4,2.4,10,913,4,2,3.16,0.31,1.48,0.15,4.64,0.46,2,0.2,19,1.87,19.07,1.88,0,0,0,5,0,0,0,4,208,303,297.1,224,82.4,19,61,33,42,36,59,30,43,50,643,434190,6130,343781,10,0.5,2.4,126,1
192,Jordan Ayew,J.Ayew,MID,Leicester,,0.2,2.4,82,193,,2.4,2.4,7,672,3,0,2.55,0.34,0.48,0.06,3.03,0.4,1,0.13,18,2.41,14.02,1.88,0,0,0,4,0,0,0,2,120,135.8,97.1,180,41.1,95,228,117,183,52,85,95,172,36,137,26068,844,50355,6.9,0.5,2.4,127,0
198,Odsonne Edouard,Edouard,FWD,Leicester,,0.2,1.2,38,365,,0,0,1,141,0,0,0.39,0.25,0.07,0.04,0.46,0.29,0,0,3,1.91,3.72,2.37,0,0,0,0,0,0,0,0,14,5,25,50,8,45,449,36,318,37,239,38,360,7,228,35525,362,89560,1.4,0,0,673,0
285,Boubakary SoumarÈ,B.SoumarÈ,MID,Leicester,,0.4,1,183,399,,0,1,5,471,0,0,0.08,0.02,0.33,0.06,0.41,0.08,0,0,12,2.29,11.32,2.16,0,0,0,5,0,0,0,0,60,61.8,45.1,10,11.7,155,327,169,279,183,340,163,333,9,609,71507,1906,49168,2,0.2,1,258,0
286,Tom Cannon,Cannon,FWD,Leicester,Loaned to Stoke City,0.4,0,55,606,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,599,53,595,52,576,52,601,0,0,49177,372,145342,0,0,0,554,0
287,Hamza Choudhury,Choudhury,MID,Leicester,,1.2,1,182,394,,0.2,0.2,1,72,0,0,0,0,0.02,0.02,0.02,0.02,0,0,4,5,4.31,5.39,0,0,0,0,0,0,0,0,13,13,12.3,0,2.5,193,413,201,359,218,519,205,422,2,15467,173631,5119,83054,0.5,0,0.2,369,0
288,Conor Coady,Coady,DEF,Leicester,,0.4,0.6,160,471,,0.6,0.6,4,367,0,0,0,0,0.02,0,0.02,0,0,0,12,2.94,11.82,2.9,0,0,0,1,0,0,0,0,9,81.6,7.1,0,8.8,105,296,127,385,148,424,115,353,3,941,37922,654,28085,0.8,0.2,0.6,303,0
289,Patson Daka,Daka,FWD,Leicester,,0.7,2.2,28,217,,2.2,2.2,0,107,1,0,0.21,0.18,0,0,0.21,0.18,0,0,2,1.68,2.32,1.95,0,0,0,0,0,0,0,2,42,50.4,6,34,9,34,344,44,392,39,267,37,352,11,6974,94273,3387,51905,2.3,0.5,2.2,144,0
290,Bobby De Cordova-Reid,De Cordova-Reid,MID,Leicester,,0.1,2.4,83,194,,3.6,3.6,2,232,1,2,0.72,0.28,0.07,0.03,0.79,0.31,0,0,6,2.33,5.75,2.23,0,0,0,0,0,0,0,2,79,46.6,18.6,40,10.6,165,349,190,337,144,260,170,340,26,145,5435,253,14134,5,0.7,3.6,67,0
291,Wout Faes,Faes,DEF,Leicester,,10.4,1.7,89,285,,0.4,0.4,13,1209,1,0,0.94,0.07,0.18,0.01,1.12,0.08,1,0.07,28,2.08,27.3,2.03,0,0,0,2,0,0,0,0,95,323.4,34.4,73,43.1,17,52,88,293,46,196,42,157,25,2742,1345140,22459,955318,6.1,0.1,0.4,327,0
292,Michael Golding,Golding,MID,Leicester,,0.2,0,237,582,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,575,237,570,228,547,235,577,0,85,44949,616,31147,0,0,0,529,0
293,Mads Hermansen,Hermansen,GKP,Leicester,Groin Injury - 75% chance of playing,0.8,2.4,29,186,,2,1.5,16,1395,0,0,0,0,0.01,0,0.01,0,1,0.06,31,2,31.84,2.05,0,0,0,0,0,65,4.19,0,163,514.4,0.2,0,51.5,2,7,10,445,57,582,2,122,38,386,115185,2353,91336,8.4,0.4,2,159,0
294,Daniel Iversen,Iversen,GKP,Leicester,,0.5,0,51,503,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,498,28,479,18,439,51,500,0,110,23811,391,40271,0,0,0,423,0
295,James Justin,Justin,DEF,Leicester,,2.5,2.3,60,202,,0.6,0.6,15,1342,2,1,0.62,0.04,0.32,0.02,0.94,0.06,1,0.07,33,2.21,33.09,2.22,0,0,0,2,0,0,0,2,116,335.8,99.7,103,53.9,15,46,43,180,23,149,24,111,35,543,590901,9658,377268,8,0.1,0.6,308,2
296,Victor Kristiansen,Kristiansen,DEF,Leicester,,0.1,1.4,108,332,,1.4,1.4,14,1217,0,1,0,0,0.92,0.07,0.92,0.07,1,0.07,27,2,29.55,2.19,1,0,0,1,0,0,0,0,120,299.8,226.6,6,53.2,23,63,13,68,127,366,26,114,20,161,11568,260,15245,4.4,0.3,1.4,212,0
297,Wanya MarÁal-Madiv·dua,Marcal,MID,Leicester,Loaned to De Graafschap,0,0,252,608,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,601,252,597,245,578,250,603,0,0,754,15,4334,0,0,0,556,0
298,Stephy Mavididi,Mavididi,MID,Leicester,,0.4,2.3,92,210,,1,1,8,755,2,0,1.07,0.13,2.23,0.27,3.3,0.4,1,0.12,16,1.91,17.97,2.14,0,0,0,2,0,0,0,3,120,146.6,199.1,134,47.6,88,216,69,87,79,121,82,140,34,73,165613,1171,184139,6.5,0.2,1,263,0
299,Kasey McAteer,McAteer,MID,Leicester,,0.1,1.9,119,264,,2.4,2.4,4,330,0,1,0.55,0.15,0.1,0.03,0.65,0.18,1,0.27,6,1.64,9.15,2.5,0,0,0,0,0,0,0,0,53,52.6,33.9,65,14.9,163,341,173,294,120,209,159,318,17,599,8548,349,6062,3.6,0.5,2.4,122,0
300,Wilfred Ndidi,Ndidi,MID,Leicester,Hamstring injury - Expected back 29 Dec,0.3,2.5,73,177,,0,0,15,1216,0,4,1.53,0.11,1.13,0.08,2.66,0.19,1,0.07,25,1.85,26.39,1.95,1,0,0,4,0,0,0,1,204,326.6,155.6,187,66.8,15,50,89,125,46,77,48,74,37,4,105384,1785,102624,7.4,0.2,1.2,244,1
301,Caleb Okoli,Okoli,DEF,Leicester,,1,1.4,104,327,,0.2,0.2,9,785,0,0,0.14,0.02,0.04,0,0.18,0.02,1,0.11,18,2.06,19.41,2.23,0,0,0,2,0,0,0,1,72,221.2,7.2,36,26.4,57,139,126,384,79,262,78,247,14,334,167369,2089,90615,3.5,0,0.2,363,0
302,Ricardo Barbosa Pereira,Ricardo,DEF,Leicester,Hamstring injury - Expected back 01 Mar,0.1,1,133,389,,0,0,2,146,0,0,0,0,0.03,0.02,0.03,0.02,0,0,4,2.47,2.08,1.28,0,0,0,1,0,0,0,0,10,13.8,5.7,2,2.2,148,412,133,394,135,387,147,431,2,17,4578,113,19612,0.5,0,0,483,0
303,Harry Souttar,Souttar,DEF,Leicester,Season long loan to Sheffield United,0,0,170,499,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,494,171,475,154,435,172,496,0,0,0,4,1396,0,0,0,419,0
304,Jakub Stolarczyk,Stolarczyk,GKP,Leicester,Ankle injury - Expected back 25 Jan,0,0,57,513,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,508,35,490,25,450,57,510,0,24,3984,42,4515,0,0,0,435,0
305,Luke Thomas,Thomas,DEF,Leicester,,1.8,0,163,481,,0,0,1,90,0,0,0.02,0.02,0.03,0.03,0.05,0.05,0,0,4,4,2.4,2.4,0,0,0,0,0,0,0,0,-1,7.8,13.3,10,3.1,151,435,117,353,116,339,141,409,0,5964,194522,3231,83517,0,0,0,396,0
306,Jamie Vardy,Vardy,FWD,Leicester,,9.2,4.5,11,32,,4.8,4.8,15,1191,6,3,4.7,0.36,1.51,0.11,6.21,0.47,1,0.08,29,2.19,30.46,2.3,0,0,0,4,0,0,0,10,255,292.2,124.6,280,69.5,10,69,19,159,16,42,15,66,67,31800,2198639,20456,1621426,12,0.9,4.8,31,1
307,Jannik Vestergaard,Vestergaard,DEF,Leicester,,1.8,0.8,152,454,,0.2,0.2,7,644,0,0,0.01,0,0.05,0.01,0.06,0.01,0,0,15,2.1,12.71,1.78,0,0,0,2,0,0,0,0,48,156.6,20.1,11,18.8,78,205,108,331,112,334,95,292,6,613,229136,1967,242691,1.5,0,0.2,360,0
308,Danny Ward,Ward,GKP,Leicester,,2,1,34,380,,0.2,0.2,0,45,0,0,0,0,0,0,0,0,0,0,3,6,2.29,4.58,0,0,0,0,0,3,6,0,-1,22.8,0,0,2.3,33,387,22,466,12,425,33,429,1,1055,81771,1121,128685,0.2,0,0.2,361,0
309,Harry Winks,Winks,MID,Leicester,Groin Injury - 50% chance of playing,7.3,2.1,103,230,,0.1,0.1,10,865,0,2,0.16,0.02,1.18,0.12,1.34,0.14,0,0,19,1.98,16.72,1.74,0,0,0,3,0,0,0,0,160,168,209.7,21,40,77,190,63,79,163,297,99,179,23,616,1185649,21707,1758569,5.1,0,0.2,376,0
501,Oliver Skipp,Skipp,MID,Leicester,,0,1.3,171,354,,0.8,0.8,6,634,0,0,0.07,0.01,0.26,0.04,0.33,0.05,1,0.14,15,2.13,19.02,2.7,0,0,0,4,0,0,0,0,67,63,83.7,13,16,153,325,130,206,177,326,155,311,13,22,3785,49,5556,2.7,0.2,0.8,287,0
570,Abdul Fatawu,A.Fatawu,MID,Leicester,Knee injury - Expected back 01 Jun,0.2,2.4,85,196,,0,0,6,576,0,2,0.41,0.06,1.42,0.22,1.83,0.28,0,0,14,2.19,11,1.72,0,0,0,0,0,0,0,3,125,147.6,104.3,148,40.1,86,213,114,175,66,103,98,178,26,14,68634,266,98342,5,0,0,675,0
606,Will Alves,Alves,MID,Leicester,,0.1,0,275,636,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,629,275,626,268,609,273,631,0,40,11471,122,11420,0,0,0,588,0
616,Ben Nelson,Nelson,DEF,Leicester,Loaned to Oxford United,0,0,186,530,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,525,186,506,171,468,188,527,0,0,2208,10,3513,0,0,0,452,0
635,Bilal El Khannouss,El Khannouss,MID,Leicester,,0.3,2.5,72,176,,4,4,6,509,1,1,0.24,0.04,0.98,0.17,1.22,0.21,1,0.18,14,2.48,14.74,2.61,0,0,0,0,0,0,0,3,107,109.4,150.9,33,29.2,114,261,91,128,148,269,120,234,28,1264,37757,1858,11520,5.8,0.8,4,55,1
694,Henry Cartwright,Cartwright,MID,Leicester,,0,0,274,635,,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,628,274,625,267,608,272,630,0,22,22,5,5,0,0,0,587,0
310,Alisson Ramses Becker,A.Becker,GKP,Liverpool,,5.6,5.1,2,16,,1.2,0.7,7,618,0,0,0,0,0,0,0,0,4,0.58,4,0.58,4.96,0.72,0,0,0,0,0,16,2.33,5,140,139.8,0,0,13.9,24,223,71,687,70,684,24,322,36,18856,648325,4424,1284727,6.7,0,0.2,389,1
311,Trent Alexander-Arnold,Alexander-Arnold,DEF,Liverpool,,21.9,4.4,4,36,,4.8,4.3,13,1039,0,3,0.45,0.04,3.47,0.3,3.92,0.34,6,0.52,9,0.78,9.6,0.83,0,0,0,3,0,0,0,8,259,261.6,378.1,62,70.1,35,95,3,21,59,218,10,65,62,17020,2034955,33423,2900067,8.9,0.5,3.8,64,1
312,Stefan Baj?eti? Maquieira,Baj?eti?,MID,Liverpool,Loaned to RB Salzburg,0,0,277,638,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,631,277,628,270,611,275,633,0,0,2712,29,16926,0,0,0,590,0
313,Conor Bradley,Bradley,DEF,Liverpool,Hamstring injury - Unknown return date,0.3,1.6,95,301,,0,0,1,231,0,0,0.41,0.16,0.19,0.07,0.6,0.23,1,0.39,3,1.17,3.38,1.32,0,0,0,1,0,0,0,0,40,34,14.7,76,12.4,132,369,114,349,42,189,108,329,11,21,46737,783,88232,2.3,0,0,621,0
315,Bobby Clark,Clark,MID,Liverpool,Transferred to RB Salzburg,0,0,260,620,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,613,260,610,253,593,258,615,0,0,444,13,5102,0,0,0,569,0
316,Darwin N˙Òez Ribeiro,Darwin,FWD,Liverpool,,2.1,2.5,27,183,,2.8,2.3,6,639,2,2,2.18,0.31,0.26,0.04,2.44,0.35,2,0.28,11,1.55,9.57,1.35,0,0,0,4,0,0,0,1,133,145.2,84,190,41.6,23,219,26,203,27,76,24,169,30,847,235937,4419,608664,4.2,0.3,1.8,194,0
317,Diogo Teixeira da Silva,Diogo J.,MID,Liverpool,,2.9,5.4,7,14,,2.2,2.5,7,503,3,3,3.1,0.55,0.54,0.1,3.64,0.65,4,0.72,1,0.18,3.2,0.57,0,0,0,1,0,0,0,3,113,146.8,77.5,187,41,87,214,135,215,47,78,97,176,43,22996,1047263,1183,2416396,6,0.3,2,171,0
318,Ben Doak,Doak,MID,Liverpool,Loaned to Middlesbrough,0,0,263,623,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,616,263,613,256,596,261,618,0,0,1136,7,5422,0,0,0,572,0
319,Harvey Elliott,Elliott,MID,Liverpool,,0.2,1,209,436,,1.5,1,0,19,0,0,0.04,0.19,0.09,0.43,0.13,0.62,0,0,0,0,0.11,0.52,0,0,0,0,0,0,0,0,12,9.8,32.1,6,4.8,203,426,175,298,198,370,194,400,3,176,12767,177,108648,0.6,0.1,0.5,324,0
320,Endo Wataru,Endo,MID,Liverpool,,0.1,1,197,419,,1.2,0.7,0,20,0,0,0,0,0.01,0.04,0.01,0.04,0,0,0,0,0.22,0.99,0,0,0,0,0,0,0,0,20,12.2,11.6,2,2.6,194,415,203,361,211,398,204,421,6,107,16585,232,28159,1.3,0,0.2,382,0
