ID,Player Name,Name in FPL,Position,Team,News,Teams Selected By %,PPG,PPG Rank (Position),PPG Rank (All),,xPoints Upcoming GW,xPoints Next GW,Starts,Minutes Played,Goals,Assists,xG,xG per 90,xA,xA per 90,xGI,xGI per 90,Clean Sheets,Clean Sheets per 90,Goals Conceded,Goals Conceded per 90,xGC,xGC per 90,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards),Red Cards,Saves,Saves per 90,Bonus,Total BPS,Influence,Creativity,Threat,ICT Index,Influence Rank (Position),Influence Rank (All),Creativity Rank (Position),Creativity Rank (All),Threat Rank (Position),Threat Rank (All),ICT Index Rank (Position),ICT Index Rank (All),Total Points,Transfers in (Round),Transfers in (Season),Transfers Out (Round),Transfers out (Season),Season Value (Points Per Million),Value (Form; Points Per Million),Form,Current Form Rank (All),Dream Team Count
455,Jan Bednarek,Bednarek,DEF,Southampton,,2.4,1.4,103,326,,-1,-0.5,12,1070,0,0,0.01,0,0.76,0.06,0.77,0.06,1,0.08,26,2.19,25.65,2.16,0,0,0,3,0,0,0,0,99,304,48,12,36.3,21,59,76,271,109,328,57,196,17,1679,427505,2619,321495,4.2,0,0,416,0
456,Armel Bella-Kotchap,Bella-Kotchap,DEF,Southampton,,0.5,0,164,482,,-1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,475,163,454,143,411,164,477,0,418,47801,575,35604,0,0,0,397,0
457,James Bree,Bree,DEF,Southampton,,0.3,0.7,155,465,,-0.8,-0.3,2,135,0,0,0,0,0.13,0.09,0.13,0.09,0,0,5,3.33,6.66,4.44,0,0,0,0,0,0,0,0,13,26.6,29.2,0,5.5,135,378,94,306,141,408,132,391,2,397,30129,434,19072,0.5,0.1,0.2,356,0
458,Shea Charles,Charles,MID,Southampton,Has joined Sheffield Wednesday on a season-long loan,0,0,253,609,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,602,253,598,246,579,251,604,0,0,1091,23,7251,0,0,0,557,0
459,Samuel Edozie,Edozie,MID,Southampton,Loaned to Anderlecht,0,0.5,229,476,,0,0,0,64,0,0,0,0,0.15,0.21,0.15,0.21,0,0,0,0,0.31,0.44,0,0,0,1,0,0,0,0,6,9.8,19,22,5.1,202,425,188,335,162,293,192,398,1,0,463,6,2565,0.2,0,0,647,0
460,Ronnie Edwards,Edwards,DEF,Southampton,,0.4,1,123,377,,-0.8,-0.3,0,12,0,0,0,0,0,0,0,0,0,0,1,7.5,0.32,2.4,0,0,0,0,0,0,0,0,-1,5,0.1,0,0.5,154,446,161,446,144,413,157,461,1,306,37611,543,23393,0.3,0.1,0.2,358,0
461,Taylor Harwood-Bellis,Harwood-Bellis,DEF,Southampton,,8.6,1.7,90,286,,-0.2,0.3,14,1219,1,0,1.17,0.09,0.2,0.01,1.37,0.1,1,0.07,27,1.99,29.11,2.15,0,0,0,5,0,0,0,0,113,346,103.7,118,56.9,10,39,40,177,16,130,20,101,26,2913,699277,7765,788921,6.3,0.2,0.8,273,0
462,Kamaldeen Sulemana,Kamaldeen,MID,Southampton,,0,1,208,435,,-0.2,0.3,1,60,0,0,0.02,0.03,0.01,0.02,0.03,0.05,0,0,6,9,4.26,6.39,0,0,0,0,0,0,0,0,21,12,2.3,11,2.4,195,417,213,411,182,336,208,428,6,10,653,17,1018,1.2,0.2,0.8,296,0
463,Adam Lallana,Lallana,MID,Southampton,,0,1.4,163,340,,-1,-0.5,5,312,0,2,0.15,0.04,0.44,0.13,0.59,0.17,0,0,5,1.44,5.69,1.64,0,0,0,4,0,0,0,1,57,70.6,67.1,21,15.8,146,313,143,231,167,302,158,315,11,11,2985,17,5345,2.2,0,0,654,0
464,Juan Larios LÛpez,Larios,DEF,Southampton,Unknown - Expected back 16 Jan,0.1,0,190,534,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,529,190,510,175,472,192,531,0,18,2803,87,6935,0,0,0,456,0
465,Mateusz Lis,Lis,GKP,Southampton,Transferred to Gˆztepe,0.1,0,50,502,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,497,27,478,17,438,50,499,0,0,888,73,16783,0,0,0,422,0
466,Joe Lumley,Lumley,GKP,Southampton,,0.5,2.7,25,154,,0.6,1.1,3,270,0,0,0,0,0,0,0,0,0,0,7,2.33,9.4,3.13,0,0,0,0,0,13,4.33,0,22,102.2,0,0,10.2,26,272,24,470,14,430,26,344,8,2520,50452,856,25673,2,0.4,1.6,195,0
467,Ryan Manning,Manning,DEF,Southampton,,0.1,1.3,110,345,,-0.2,0.3,9,660,0,1,0.14,0.02,1.38,0.19,1.52,0.21,0,0,18,2.45,20.1,2.74,0,0,0,1,0,0,0,0,48,120.2,168,45,33.2,93,248,23,111,75,250,63,213,12,38,2361,44,5788,2.8,0.2,0.8,277,0
468,SÈkou Mara,Mara,FWD,Southampton,Transferred to Strasbourg,0,0,70,682,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,681,69,678,69,674,69,681,0,0,782,12,8041,0,0,0,664,0
469,Alex McCarthy,McCarthy,GKP,Southampton,,0.2,2.5,28,170,,-0.2,0.3,4,360,0,0,0,0,0,0,0,0,0,0,10,2.5,8.47,2.12,0,0,0,0,0,19,4.75,0,25,126.6,0,0,12.7,25,241,51,542,42,510,25,326,10,97,15904,129,22460,2.3,0.2,0.8,276,0
470,Paul Onuachu,Onuachu,FWD,Southampton,,0.2,0.8,47,460,,-0.8,-0.3,1,110,0,0,0.06,0.05,0,0,0.06,0.05,0,0,4,3.27,3.15,2.58,0,0,0,1,0,0,0,0,15,9.6,10.8,32,5.2,41,428,40,364,40,270,41,395,5,271,28740,313,27844,1,0,0.2,383,0
471,Will Smallbone,Smallbone,MID,Southampton,Hamstring injury - Unknown return date,0,1.5,150,320,,0,0,3,240,0,0,0.31,0.12,0.54,0.2,0.85,0.32,0,0,5,1.88,4.93,1.85,0,0,0,0,0,0,0,0,31,22.6,57.1,32,11.1,183,390,157,250,149,271,167,337,6,14,1756,16,5867,1.2,0,0,656,0
472,Jack Stephens,Stephens,DEF,Southampton,Suspended until 26 Dec,0.6,1,125,379,,0,0,10,793,0,0,0.28,0.03,0.2,0.02,0.48,0.05,1,0.11,20,2.27,19.16,2.17,0,0,0,2,2,0,0,2,39,127.2,51.5,17,19.6,90,240,72,264,101,315,91,286,10,44,117802,1713,95059,2.5,0,0,409,0
473,Ross Stewart,Stewart,FWD,Southampton,Muscle injury - Expected back 16 Jan,2.1,0.8,46,457,,0,0,1,130,0,0,0.17,0.12,0.02,0.01,0.19,0.13,0,0,2,1.38,2.56,1.77,0,0,0,1,0,0,0,0,5,5.8,6.7,9,2.1,43,442,43,388,43,346,44,433,3,11112,574340,5355,433194,0.7,0,0,518,0
474,Sugawara Yukinari,Sugawara,DEF,Southampton,,0.2,2,76,249,,-0.2,0.3,9,791,1,1,0.32,0.04,1.57,0.18,1.89,0.22,1,0.11,19,2.16,19.46,2.21,0,0,0,2,0,0,0,0,106,194.6,176.9,60,43,63,159,20,101,61,220,43,158,28,47,30586,274,33426,6.4,0.2,0.8,280,1
475,Charlie Taylor,Taylor,DEF,Southampton,,5,1,121,375,,-0.8,-0.3,2,218,0,0,0,0,0.09,0.04,0.09,0.04,0,0,6,2.48,4.4,1.82,0,0,0,1,0,0,0,0,30,68.6,25.4,2,9.7,110,315,100,316,132,384,113,347,6,6376,329432,5667,351974,1.5,0.1,0.2,355,0
476,Kyle Walker-Peters,Walker-Peters,DEF,Southampton,,0.3,2,75,248,,0.4,0.9,14,1250,0,2,0.26,0.02,1.13,0.08,1.39,0.1,1,0.07,32,2.3,35.13,2.53,0,0,0,3,0,0,0,3,126,252.4,163.6,101,51.7,40,103,25,117,24,151,29,120,28,240,29231,513,44303,6.4,0.3,1.4,211,0
477,Nathan Wood-Gordon,Wood,DEF,Southampton,,1.3,0.7,156,466,,-0.6,-0.1,2,255,0,0,0.12,0.04,0.02,0.01,0.14,0.05,0,0,8,2.82,9.08,3.2,0,0,0,1,0,0,0,0,12,40,12.5,7,6,128,360,118,357,120,353,129,384,2,273,91386,1052,96406,0.5,0.1,0.4,326,0
515,Maxwel Cornet,Cornet,MID,Southampton,,0,0.5,228,475,,-1,-0.5,1,71,0,0,0.16,0.2,0,0,0.16,0.2,0,0,4,5.07,1.79,2.27,0,0,0,1,0,0,0,0,12,11.6,3.5,7,2.2,197,419,211,404,192,357,209,432,1,15,2075,28,3804,0.2,0,0,617,0
518,Flynn Downes,Downes,MID,Southampton,,0,2,112,250,,1.2,1.7,14,1219,1,0,0.59,0.04,1.13,0.08,1.72,0.12,1,0.07,29,2.14,29.25,2.16,0,0,0,6,0,0,0,0,191,179,219.2,99,49.8,70,182,56,72,98,155,77,131,28,55,5264,79,7756,5.8,0.5,2.2,142,0
584,Ben Brereton DÌaz,Brereton DÌaz,MID,Southampton,,0.2,1.3,172,356,,-0.4,0.1,4,446,0,0,0.9,0.18,0.15,0.03,1.05,0.21,0,0,10,2.02,11.43,2.31,0,0,0,1,0,0,0,0,43,21.8,63.6,81,16.8,184,394,149,238,111,182,153,306,13,18,22351,118,78746,2.7,0.1,0.6,316,0
608,Tyler Dibling,Dibling,MID,Southampton,,2.3,1.9,118,262,,0.4,0.9,10,926,1,0,1.1,0.11,1,0.1,2.1,0.21,1,0.1,24,2.33,23.68,2.3,0,0,0,5,0,0,0,3,121,134.6,214.3,145,49.5,96,229,59,75,70,107,79,134,28,5369,589309,6673,363392,6.2,0.3,1.4,213,1
623,Mateus GonÁalo Espanha Fernandes,M.Fernandes,MID,Southampton,,0,2.3,90,208,,1.8,2.3,13,1146,1,1,1.57,0.12,1.09,0.09,2.66,0.21,2,0.16,27,2.12,31.03,2.44,0,0,0,4,0,0,0,0,184,198.2,214.2,171,58.4,57,153,60,76,57,92,58,96,34,38,7132,100,5602,6.8,0.6,2.8,102,0
693,Joseph O'Brien-Whitmarsh,O'Brien-Whitmarsh,MID,Southampton,,0,0,279,640,,-1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,633,279,630,272,613,277,635,0,23,368,11,222,0,0,0,592,0
82,Dominic Solanke-Mitchell,Solanke,FWD,Spurs,,8.8,4.7,10,28,,4.6,3.1,13,1148,5,4,6.97,0.55,0.7,0.05,7.67,0.6,3,0.24,16,1.25,19.46,1.53,0,0,0,0,0,0,0,3,245,291.4,128.9,427,84.5,11,71,17,156,8,16,8,38,61,7420,2142275,26571,3981953,8.1,0.5,3.6,74,1
478,Ashley Phillips,A.Phillips,DEF,Spurs,Loaned to Stoke City,0.2,0,197,542,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,537,197,518,183,481,199,539,0,0,8361,108,40702,0,0,0,465,0
479,Brandon Austin,Austin,GKP,Spurs,,0.5,0,52,505,,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,500,29,481,19,441,52,502,0,184,28219,331,26578,0,0,0,425,0
480,Rodrigo Bentancur,Bentancur,MID,Spurs,Suspended until 26 Dec,0.1,1.9,121,266,,0,0,7,532,1,0,0.72,0.12,0.25,0.04,0.97,0.16,1,0.17,9,1.52,8.24,1.39,0,0,0,4,0,0,0,1,106,100.2,56.6,63,22,124,275,158,251,124,216,138,274,19,6,18842,200,35439,3.9,0,0,639,0
481,Lucas Bergvall,Bergvall,MID,Spurs,,0.8,1.1,180,372,,2.2,0.7,1,163,0,0,0.08,0.04,0.33,0.18,0.41,0.22,1,0.55,1,0.55,3.01,1.66,0,0,0,1,0,0,0,0,49,38.6,57.6,10,10.6,170,365,156,249,184,343,169,339,11,1837,123548,2170,130456,2.5,0.3,1.2,235,0
482,Yves Bissouma,Bissouma,MID,Spurs,,0.3,2.6,69,164,,0,0.7,8,733,2,0,0.32,0.04,0.35,0.04,0.67,0.08,2,0.25,9,1.11,12.4,1.52,0,0,0,5,0,0,0,4,156,181.4,81.7,29,29.4,67,177,131,207,155,281,118,231,31,188,86610,944,82462,6.3,0.2,1.2,243,1
483,Bryan Gil Salvatierra,Bryan,MID,Spurs,On loan to Girona for the season,0,0,305,678,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,677,305,674,303,670,305,677,0,0,0,0,146,0,0,0,660,0
484,Ben Davies,Davies,DEF,Spurs,Hamstring injury - Expected back 29 Dec,0.2,2.5,48,171,,0,0,3,270,0,0,0,0,0.03,0.01,0.03,0.01,1,0.33,2,0.67,5.14,1.71,0,0,0,1,0,0,0,0,51,72.6,2.5,2,7.8,108,308,145,409,137,389,118,363,10,8,11888,424,22233,2.3,0.4,1.8,173,0
485,Alfie Devine,Devine,MID,Spurs,Loaned to Westerlo,0.1,0,262,622,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,615,262,612,255,595,260,617,0,0,4716,49,12006,0,0,0,571,0
486,Radu Dr?gu?in,Dr?gu?in,DEF,Spurs,,0.4,2.3,56,198,,4.2,2.7,7,714,0,0,0.05,0.01,0.06,0.01,0.11,0.02,2,0.25,11,1.39,15.47,1.95,0,0,0,0,0,0,0,0,89,150.2,8.9,31,19.1,82,210,122,378,83,272,92,289,21,1591,40187,967,27944,4.9,0.7,3.2,83,0
487,Emerson Leite de Souza Junior,E.Royal,DEF,Spurs,Transferred to AC Milan,0,0,230,596,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,589,230,585,225,566,230,591,0,0,0,2,2628,0,0,0,544,0
488,Fraser Forster,Forster,GKP,Spurs,,0.7,3.8,9,56,,4,2.5,4,360,0,0,0,0,0,0,0,0,1,0.25,6,1.5,8.2,2.05,0,0,0,0,0,20,5,0,62,158.6,0,0,15.9,23,202,50,540,41,508,23,312,15,5273,62149,1737,22012,3.5,0.7,3,90,0
489,Archie Gray,Gray,MID,Spurs,,0.1,1.3,169,352,,2.4,0.9,2,243,0,0,0.03,0.01,0.03,0.01,0.06,0.02,1,0.37,2,0.74,4.92,1.82,0,0,0,0,0,0,0,0,51,55,8.7,7,7,158,336,208,381,191,356,183,371,12,622,12232,348,25719,2.6,0.3,1.4,214,0
490,Pierre-Emile H¯jbjerg,H¯jbjerg,MID,Spurs,On loan to Marseille for the season,0,0,303,675,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,674,303,671,301,667,303,674,0,0,0,1,508,0,0,0,655,0
491,Brennan Johnson,Johnson,MID,Spurs,,8.6,4.4,15,35,,5.4,3.9,13,1170,6,3,7.47,0.57,0.8,0.06,8.27,0.63,2,0.15,15,1.15,18.85,1.45,0,0,0,3,0,0,0,5,229,301,173,500,96.8,20,62,77,106,5,8,19,25,71,7850,1899630,75154,1087673,10.6,0.7,4.4,46,0
247,Alex Iwobi,Iwobi,MID,Fulham,,4.7,4.9,11,21,,5.2,6.7,16,1390,5,3,1.94,0.13,3.3,0.21,5.24,0.34,4,0.26,19,1.23,19.13,1.24,0,0,0,1,0,0,0,9,342,416.8,405.8,341,116.4,7,19,14,16,18,33,11,14,78,70923,689481,12472,274019,13.7,1.1,6.2,12,2
493,Giovani Lo Celso,Lo Celso,MID,Spurs,Transferred to Real Betis,0,0,299,668,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,666,299,662,295,655,298,666,0,0,2052,9,10523,0,0,0,638,0
514,Jarrod Bowen,Bowen,MID,West Ham,,6.9,4.9,12,24,,4.6,4.6,15,1327,4,5,3.04,0.21,3.82,0.26,6.86,0.47,3,0.2,27,1.83,26.55,1.8,0,0,0,1,0,0,0,6,295,406.2,477.9,441,132.5,8,20,8,9,7,12,4,6,73,12417,935654,9783,959316,9.9,0.6,4.6,39,2
495,Pedro Porro,Pedro Porro,DEF,Spurs,,29.6,3.8,12,65,,6.2,4.7,14,1347,2,2,1.22,0.08,1.7,0.11,2.92,0.19,4,0.27,18,1.2,22.11,1.48,0,0,0,2,0,0,0,3,254,388.2,405.3,138,93.3,6,25,2,17,11,113,2,27,61,19742,2282282,51580,2655204,10.9,0.9,5.2,23,2
496,Sergio ReguilÛn,ReguilÛn,DEF,Spurs,,0.2,0,212,557,,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,551,212,537,202,505,213,553,0,109,9481,247,26680,0,0,0,488,0
497,Richarlison de Andrade,Richarlison,FWD,Spurs,Hamstring injury - Expected back 04 Jan,0.3,1.4,37,343,,0,0,0,87,0,1,0.19,0.2,0.49,0.51,0.68,0.71,0,0,0,0,0.59,0.61,0,0,0,1,0,0,0,0,22,22.2,23.7,17,6.2,38,393,37,322,41,318,40,382,7,37,46692,157,132652,1,0,0,696,0
498,Cristian Romero,Romero,DEF,Spurs,Muscle injury - Unknown return date,4.8,2.9,37,137,,0,0,12,974,1,0,1.03,0.1,0.74,0.07,1.77,0.17,2,0.18,13,1.2,12.86,1.19,0,0,0,1,0,0,0,2,185,249.6,95.1,140,48.7,42,108,46,188,10,110,34,136,35,66,930621,19809,1122733,7,0,0.2,386,1
499,Pape Matar Sarr,P.M.Sarr,MID,Spurs,,0.2,2.1,104,233,,4,2.5,9,848,1,2,1.74,0.18,0.42,0.04,2.16,0.22,2,0.21,11,1.17,13.93,1.48,0,0,0,3,0,0,0,1,190,191.4,142,90,42,62,165,93,131,105,170,94,167,34,1216,29053,495,36641,7.1,0.6,3,93,0
500,Dane Scarlett,Scarlett,FWD,Spurs,Loaned to Oxford United,0.1,0,57,616,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,609,55,606,54,589,54,611,0,0,0,53,14191,0,0,0,564,0
502,Manor Solomon,Solomon,MID,Spurs,Season long loan to Leeds United,0,0,312,689,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,689,312,688,310,686,312,689,0,0,480,10,5349,0,0,0,682,0
503,Son Heung-min,Son,MID,Spurs,,5.1,5.9,5,8,,7,5.5,12,984,5,6,3.6,0.33,3.27,0.3,6.87,0.63,2,0.18,14,1.28,17.3,1.58,0,0,0,0,0,0,0,9,330,399.4,400,377,117.7,9,21,15,18,14,26,9,12,77,11877,1336981,9909,1858213,7.9,0.6,6,16,2
504,Djed Spence,Spence,DEF,Spurs,,0.1,2.4,54,184,,3,1.5,1,140,0,1,0.05,0.03,0.22,0.14,0.27,0.17,1,0.64,0,0,1.29,0.83,0,0,0,1,0,0,0,0,53,42.6,35.1,10,8.8,126,356,87,292,118,342,116,354,12,608,3287,63,8024,2.7,0.5,2,154,1
505,Destiny Udogie,Udogie,DEF,Spurs,Knock - 75% chance of playing,3.1,2.1,71,238,,3.2,1.3,16,1301,0,1,0.31,0.02,1.05,0.07,1.36,0.09,2,0.14,19,1.31,22.26,1.54,0,0,0,2,0,0,0,0,190,227.6,196.1,110,53.4,52,132,17,88,19,141,25,113,34,2571,305412,12255,386828,6.9,0.4,2.2,145,0
506,Micky van de Ven,Van de Ven,DEF,Spurs,Hamstring injury - Unknown return date,3.5,3.1,30,111,,0,0,9,788,0,2,0.35,0.04,0.69,0.08,1.04,0.12,2,0.23,11,1.26,9.79,1.12,0,0,0,4,0,0,0,2,128,161,36.6,40,23.8,75,197,86,291,78,259,86,267,28,139,1025228,13488,1375677,6.2,0,0.2,377,1
507,Alejo VÈliz,Veliz,FWD,Spurs,Loaned to Espanyol,0,0,71,685,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,685,71,682,71,678,71,685,0,0,0,3,943,0,0,0,669,0
508,Guglielmo Vicario,Vicario,GKP,Spurs,Ankle injury - Unknown return date,2.1,3.1,18,112,,0,0,12,1080,0,0,0,0,0,0,0,0,3,0.25,13,1.08,15.25,1.27,0,0,0,1,0,29,2.42,1,185,260.4,0,0,25.9,16,97,67,661,64,654,16,255,37,58,201094,4898,438632,7.6,0.3,1.6,201,1
509,Timo Werner,Werner,MID,Spurs,,0.2,2.2,101,227,,3.8,2.3,3,392,0,3,1.04,0.24,1.48,0.34,2.52,0.58,1,0.23,8,1.84,8.29,1.9,0,0,0,0,0,0,0,2,100,99.6,131,109,33.4,125,276,103,149,93,143,109,211,28,111,13088,323,30985,4.5,0.5,2.8,107,0
510,Alfie Whiteman,Whiteman,GKP,Spurs,,1.3,0,49,498,,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,492,26,473,16,433,49,494,0,94,47218,735,59819,0,0,0,417,0
609,Will Lankshear,Lankshear,FWD,Spurs,,1.7,1,42,412,,1.4,-0.1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.4,0,0,0,0,0,0,0,0,6,0,0,0,0,56,640,57,637,56,620,56,642,2,4758,361739,3622,250497,0.4,0.1,0.4,340,0
610,Mikey Moore,Moore,MID,Spurs,Illness - Expected back 04 Jan,0.2,1.2,175,362,,0,0,1,82,0,0,0.04,0.04,0.03,0.03,0.07,0.07,0,0,1,1.1,0.94,1.03,0,0,0,0,0,0,0,0,12,1.8,2.5,7,1,221,464,212,410,190,355,216,453,5,9,42849,402,43637,1.1,0,0,575,0
612,Wilson Odobert,Odobert,MID,Spurs,Hamstring injury - Unknown return date,0,2,115,253,,0,0,2,160,0,0,0.42,0.24,0.08,0.04,0.5,0.28,1,0.56,1,0.56,1.63,0.92,0,0,0,0,0,0,0,0,12,10,40.5,42,9.2,201,424,171,285,142,256,174,351,6,14,6298,17,7826,1.1,0,0,679,0
683,Callum Olusesi,Olusesi,MID,Spurs,,0,0,266,626,,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,619,266,616,259,599,264,621,0,25,506,25,207,0,0,0,576,0
684,Malachi Hardy,Hardy,DEF,Spurs,,0,0,210,555,,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,549,209,530,198,496,211,551,0,75,1372,77,484,0,0,0,480,0
689,Luca Williams-Barnett,Williams-Barnett,MID,Spurs,,0,0,293,659,,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,654,293,650,288,635,291,655,0,39,367,20,136,0,0,0,614,0
699,Alfie Dorrington,Dorrington,DEF,Spurs,,0,1,130,386,,2.2,0.7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.48,0,0,0,0,0,0,0,0,4,1,0.2,0,0.1,162,468,158,442,178,476,163,473,1,68,68,7,7,0.2,0.2,1,257,0
700,Maeson King,King,DEF,Spurs,,0,0,207,552,,2.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,546,206,527,195,493,208,548,0,20,20,3,3,0,0,0,477,0
388,Aaron Wan-Bissaka,Wan-Bissaka,DEF,West Ham,,6.2,3,33,121,,4.8,4.8,13,1174,2,0,0.63,0.05,0.98,0.08,1.61,0.13,2,0.15,26,1.99,24.16,1.85,0,0,0,0,0,0,0,3,149,303,190.7,86,57.9,22,60,18,91,36,175,19,98,42,13472,645831,9664,212989,9.1,1,4.8,27,1
511,Edson √Ålvarez Vel·zquez,√Ålvarez,MID,West Ham,,0.1,0.9,220,449,,0.8,0.8,7,629,0,0,0.09,0.01,0.45,0.06,0.54,0.07,0,0,14,2,12.27,1.76,0,0,0,3,1,0,0,0,72,102.6,97.7,20,22,121,271,116,182,169,305,139,275,10,110,11525,113,15034,2,0.2,0.8,294,0
512,Michail Antonio,Antonio,FWD,West Ham,Leg injury - Unknown return date,1.4,3,18,122,,0,0,11,834,1,4,2.2,0.24,0.91,0.1,3.11,0.34,4,0.43,18,1.94,17.83,1.92,0,0,0,1,0,0,0,3,111,72,139.5,194,39.5,29,310,14,134,26,72,25,184,42,62,384192,9310,420566,7.8,0.2,1,266,1
513,Alphonse Areola,Areola,GKP,West Ham,,4.5,1.9,31,258,,0,0,8,675,0,0,0,0,0,0,0,0,1,0.13,14,1.87,11.76,1.57,1,0,0,0,0,20,2.67,0,56,159.6,0,0,16,22,198,47,535,38,503,22,310,15,1067,228156,4475,692460,3.6,0,0,486,0
492,Dejan Kulusevski,Kulusevski,MID,Spurs,,4.2,4.1,18,44,,5.8,4.3,14,1228,4,3,2.11,0.15,2.7,0.2,4.81,0.35,4,0.29,16,1.17,20.3,1.49,0,0,0,3,0,0,0,5,253,353.4,471.8,421,124.4,10,35,9,10,9,17,7,9,65,18656,714656,10229,543432,10.3,0.8,4.8,34,0
516,VladimÌr Coufal,Coufal,DEF,West Ham,,0.5,1.4,106,329,,0.4,0.4,3,322,0,0,0.02,0.01,0.24,0.07,0.26,0.08,1,0.28,5,1.4,5.66,1.58,0,0,0,2,0,0,0,0,17,30.2,33.2,7,6.7,134,374,90,296,121,354,121,372,11,234,25938,461,66065,2.6,0.1,0.4,328,0
517,Aaron Cresswell,Cresswell,DEF,West Ham,,1.5,0.8,150,452,,0.2,0.2,0,28,0,0,0.03,0.1,0.07,0.22,0.1,0.32,0,0,0,0,1.11,3.57,0,0,0,1,0,0,0,0,14,6.8,25.8,1,3.4,152,437,99,315,140,404,139,407,4,2771,88396,1169,178630,1,0.1,0.2,354,0
519,George Earthy,Earthy,MID,West Ham,Loaned to Bristol City,0,0,258,618,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,611,258,608,251,591,256,613,0,0,0,24,7524,0,0,0,567,0
520,Emerson Palmieri dos Santos,Emerson,DEF,West Ham,,0.9,2.3,58,200,,0,3.2,14,1104,1,1,1.1,0.09,1.47,0.12,2.57,0.21,3,0.24,25,2.04,22.58,1.84,0,0,0,5,0,0,0,0,114,232.4,207.9,79,51.8,48,125,16,82,39,184,28,119,35,1476,114217,2443,95493,8,0.7,3.2,84,1
521,?ukasz Fabia?ski,Fabia?ski,GKP,West Ham,,19.9,3,19,118,,1.8,1.8,7,675,0,0,0,0,0,0,0,0,2,0.27,14,1.87,15.28,2.04,0,0,0,2,0,24,3.2,2,69,180.8,0.3,0,18,21,178,9,437,34,498,21,298,24,14605,1409177,6452,600708,5.9,0.4,1.8,172,0
522,Wes Foderingham,Foderingham,GKP,West Ham,,0.1,0,67,560,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,554,52,543,43,511,67,556,0,149,4910,128,11656,0,0,0,492,0
523,Danny Ings,Ings,FWD,West Ham,,1.6,2.6,24,165,,0.8,0.8,1,172,1,2,2.05,1.07,0.05,0.03,2.1,1.1,0,0,2,1.05,2.5,1.31,0,0,0,0,0,0,0,4,77,73,52,137,26.3,28,307,30,262,30,116,30,249,23,2092,351420,2645,328035,4.6,0.2,0.8,292,0
