FPL Name-Team,Player Name,Name in FPL,Position,Team,Teams Selected By %,PPG,PPG Rank (Position),PPG Rank (All),Starts,Minutes Played,Goals,xG,xG per 90,Assists,xA,xA per 90,xGI,xGI per 90,Clean Sheets,Clean Sheets per 90,Goals Conceded,Goals Conceded per 90,xGC,xGC per 90,Penalties Missed,Penalties Saved,Saves,Saves per 90,Bonus,Total BPS,Influence,Influence Rank (Position),Influence Rank (All),Creativity,Creativity Rank (Position),Creativity Rank (All),Threat,Threat Rank (Position),Threat Rank (All),ICT Index,ICT Index Rank (Position),ICT Index Rank (All),Total Points,Season Value (Points Per Million),Overall Rank by Position,Overall Rank
Umeh-Chibueze-Crystal Palace,Franco Umeh-Chibueze,Umeh-Chibueze,MID,Crystal Palace,0,0,267,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,683,0,266,678,0,256,654,0,266,683,0,0,236,605
Devenny-Crystal Palace,Justin Devenny,Devenny,MID,Crystal Palace,0.1,1.5,178,383,4,494,1,0.77,0.14,1,0.41,0.07,1.18,0.21,0,0,8,1.46,9.3,1.69,0,0,0,0,1,129,138.8,166,361,101.8,176,296,90,158,285,33.2,174,351,34,7.6,176,488
Agbinone-Crystal Palace,Asher Agbinone,Agbinone,MID,Crystal Palace,0,1,227,501,0,4,0,0.02,0.45,0,0.01,0.22,0.03,0.67,0,0,0,0,0,0,0,0,0,0,0,4,4,240,523,10.6,234,459,1,242,478,1.5,240,520,2,0.4,253,638
Rodney-Crystal Palace,Kaden Rodney,Rodney,MID,Crystal Palace,0,0,303,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,733,0,302,729,0,294,712,0,302,733,0,0,257,645
Lacroix-Crystal Palace,Maxence Lacroix,Lacroix,DEF,Crystal Palace,0.9,3.3,25,113,35,3116,1,3.5,0.1,2,1.01,0.03,4.51,0.13,11,0.32,45,1.3,44.59,1.29,0,0,0,0,9,463,723.8,21,53,113.7,80,281,277,12,122,111.4,33,131,114,25.3,83,216
Kporha-Crystal Palace,Caleb Kporha,Kporha,DEF,Crystal Palace,0,1,166,472,0,11,0,0,0,0,0.02,0.16,0.02,0.16,0,0,1,8.18,0.06,0.49,0,0,0,0,0,1,8,180,507,4.6,169,478,0,231,596,1.3,182,521,2,0.5,205,589
Marsh-Crystal Palace,Zach Marsh,Marsh,FWD,Crystal Palace,0.2,0,73,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,757,0,70,754,0,70,737,0,70,757,0,0,53,329
Esse-Crystal Palace,Romain Esse,Esse,MID,Crystal Palace,0.1,3.1,59,135,1,138,1,0.32,0.21,2,0.39,0.25,0.71,0.46,0,0,3,1.96,2.15,1.4,0,0,0,0,3,72,74.8,193,418,38.4,207,386,51,181,338,16.4,198,414,22,4.7,199,530
Broja-Everton,Armando Broja,Broja,FWD,Everton,0.1,1.2,47,442,4,327,0,0.11,0.03,0,0.11,0.03,0.22,0.06,2,0.55,2,0.55,3.82,1.05,0,0,0,0,0,23,20.2,47,482,53.8,40,358,43,47,353,10.9,45,437,12,2.3,71,522
A.Doucoure-Everton,Abdoulaye DoucourÈ,A.Doucoure,MID,Everton,0.5,2.8,73,174,31,2563,3,4.15,0.15,2,1.41,0.05,5.56,0.2,11,0.39,33,1.16,34.38,1.21,0,0,0,0,5,333,352.6,93,210,379.4,78,107,348,63,97,107.6,80,138,94,18.4,82,266
Beto-Everton,Norberto Bercique Gomes Betuncal,Beto,FWD,Everton,3.9,2.9,22,151,15,1521,8,7.89,0.47,0,0.44,0.03,8.33,0.5,4,0.24,24,1.42,18.8,1.11,0,0,0,0,11,295,373.2,20,197,163.9,24,233,666,18,43,119.5,20,116,87,18.1,18,99
Branthwaite-Everton,Jarrad Branthwaite,Branthwaite,DEF,Everton,1.9,2.9,41,152,28,2509,0,1.2,0.04,1,0.61,0.02,1.81,0.06,9,0.32,28,1,29.83,1.07,0,0,0,0,3,420,624.6,32,87,57.7,116,350,130,64,240,81.3,62,198,88,18,53,140
Calvert-Lewin-Everton,Dominic Calvert-Lewin,Calvert-Lewin,FWD,Everton,1,2.4,26,229,19,1602,3,6.53,0.37,2,0.63,0.04,7.16,0.41,8,0.45,18,1.01,24.83,1.39,0,0,0,0,3,157,200.2,27,313,126.1,30,270,573,20,53,89.2,23,171,63,11.7,33,201
Coleman-Everton,SÈamus Coleman,Coleman,DEF,Everton,0,1,172,478,3,214,0,0.62,0.26,0,0.03,0.01,0.65,0.27,0,0,4,1.68,4.45,1.87,0,0,0,0,0,17,42.4,164,446,3.8,171,481,23,137,393,7.1,163,462,5,1.2,206,592
Gana-Everton,Idrissa Gueye,Gana,MID,Everton,0.2,2.4,92,222,35,3063,0,1.15,0.03,3,1.99,0.06,3.14,0.09,12,0.35,39,1.15,39.88,1.17,0,0,0,0,5,505,522,51,131,327.2,89,127,117,145,256,96.6,90,155,89,18.5,127,384
Garner-Everton,James Garner,Garner,MID,Everton,0,2,134,301,17,1590,0,0.67,0.04,1,1.37,0.08,2.04,0.12,5,0.28,19,1.08,19.71,1.12,0,0,0,0,0,244,264.8,119,262,248.2,121,177,93,157,282,60.4,138,266,42,8.6,269,657
Harrison-Everton,Jack Harrison,Harrison,MID,Everton,0.2,2.4,97,227,24,2068,1,3.54,0.15,3,3.12,0.14,6.66,0.29,7,0.3,27,1.18,31.23,1.36,0,0,0,0,4,291,277,116,254,527.7,54,69,288,79,119,108.6,78,134,81,15.6,138,401
Holgate-Everton,Mason Holgate,Holgate,DEF,Everton,0.1,1,159,463,0,5,0,0,0,0,0,0,0,0,0,0,1,18,0.07,1.26,0,0,0,0,0,-1,0,201,594,0,199,578,0,188,537,0,201,594,1,0.2,148,415
Iroegbunam-Everton,Tim Iroegbunam,Iroegbunam,MID,Everton,0.6,1.2,204,434,5,562,0,0.23,0.04,1,0.14,0.02,0.37,0.06,0,0,16,2.56,12.25,1.96,0,0,0,0,0,82,122.2,173,372,40.9,205,379,32,198,373,19.6,192,398,22,5.1,79,249
J.Virginia-Everton,Jo„o Neves VirgÌnia,J.Virginia,GK,Everton,1,0,45,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,571,0,24,549,0,3,500,0,44,571,0,0,28,210
Keane-Everton,Michael Keane,Keane,DEF,Everton,4.3,3.4,18,97,11,1046,3,0.61,0.05,0,0.02,0,0.63,0.05,3,0.26,20,1.72,19.16,1.65,0,0,0,0,4,139,306.6,89,238,23.2,152,425,123,68,245,45.4,95,304,48,12.6,33,89
Maupay-Everton,Neal Maupay,Maupay,FWD,Everton,0.2,0,77,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,774,0,75,773,0,76,761,0,76,774,0,0,54,339
McNeil-Everton,Dwight McNeil,McNeil,MID,Everton,1.4,4.4,13,26,15,1366,4,1.05,0.07,8,4.49,0.3,5.53,0.37,5,0.33,24,1.58,21.12,1.39,0,0,0,0,9,401,392,79,187,631.8,41,50,207,108,168,123.3,67,107,93,18.2,56,172
Mykolenko-Everton,Vitalii Mykolenko,Mykolenko,DEF,Everton,6.7,3.5,15,89,35,3082,1,0.48,0.01,3,2.12,0.06,2.6,0.07,11,0.32,39,1.14,39.81,1.16,0,0,0,0,9,467,621.4,33,88,428.5,17,91,100,79,273,115.2,30,123,121,27.5,19,57
Ndiaye-Everton,Iliman Ndiaye,Ndiaye,FWD,Everton,1.1,3.5,20,92,29,2426,9,6.23,0.23,0,1.36,0.05,7.59,0.28,15,0.56,24,0.89,29.01,1.08,0,0,0,0,21,552,598,10,101,326.4,13,128,493,22,65,142,19,86,114,21.9,28,193
Patterson-Everton,Nathan Patterson,Patterson,DEF,Everton,0,1.4,140,408,3,342,0,0.07,0.02,1,0.38,0.1,0.45,0.12,0,0,6,1.58,4.48,1.18,0,0,0,0,0,47,71.6,151,420,70.3,108,335,12,154,427,15.5,146,420,14,3.2,212,616
Pickford-Everton,Jordan Pickford,Pickford,GK,Everton,15.9,4.2,6,32,38,3420,0,0,0,1,0.22,0.01,0.22,0.01,12,0.32,44,1.16,46.11,1.21,0,2,122,3.21,15,593,1052,2,5,20.3,5,429,0,79,787,107,2,140,158,30.4,3,24
Tarkowski-Everton,James Tarkowski,Tarkowski,DEF,Everton,1.6,3.2,33,128,33,2922,1,1.32,0.04,1,2.33,0.07,3.65,0.11,10,0.31,38,1.17,39.3,1.21,0,0,0,0,8,468,859,6,19,188.8,50,217,217,26,163,126.9,17,102,105,22.3,59,154
Y. Chermiti-Everton,Youssef Ramalho Chermiti,Y. Chermiti,FWD,Everton,0,0.8,62,542,0,42,0,0.11,0.24,0,0,0,0.11,0.24,0,0,0,0,0.47,1.01,0,0,0,0,0,9,2.4,57,537,0.6,54,504,27,51,387,3,53,496,3,0.6,83,659
Young-Everton,Ashley Young,Young,DEF,Everton,1.4,3.1,34,131,19,1864,1,0.27,0.01,4,2.87,0.14,3.14,0.15,9,0.43,23,1.11,26.17,1.26,0,0,0,0,9,354,431.2,61,168,388.2,23,105,46,117,348,86.8,54,181,98,23.3,66,168
Alcaraz-Everton,Carlos Alcaraz Dur·n,Alcaraz,MID,Everton,0.1,2.8,71,170,7,766,2,1.78,0.21,3,0.68,0.08,2.46,0.29,1,0.12,9,1.06,11.33,1.33,0,0,0,0,5,191,219.4,131,290,205.7,139,206,227,99,155,65.4,127,248,44,9.4,191,515
Lindstr¯m-Everton,Jesper Lindstr¯m,Lindstr¯m,MID,Everton,0.1,1.8,156,338,15,1229,0,2.15,0.16,1,1.96,0.14,4.11,0.3,6,0.44,14,1.03,13.37,0.98,0,0,0,0,0,167,214.2,137,297,309.6,99,140,237,95,148,76,111,215,44,8.8,198,529
O'Brien-Everton,Jake O'Brien,O'Brien,DEF,Everton,0.9,3.2,31,126,17,1568,2,0.77,0.04,0,0.31,0.02,1.08,0.06,5,0.29,17,0.98,18.63,1.07,0,0,0,0,5,233,341.4,81,218,108.9,85,287,109,75,265,56,82,274,65,14.4,84,218
Armstrong-Everton,Harrison Armstrong,Armstrong,MID,Everton,0.1,0.7,254,546,0,47,0,0.37,0.71,0,0,0,0.37,0.71,0,0,1,1.91,0.45,0.86,0,0,0,0,0,1,1.8,252,544,10.9,233,456,9,222,436,2.2,235,503,2,0.5,147,427
Metcalfe-Everton,Jenson Metcalfe,Metcalfe,MID,Everton,0,0,287,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,716,0,286,713,0,277,694,0,286,716,0,0,319,761
Begovic-Everton,Asmir Begovic,Begovic,GK,Everton,0.2,0,61,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,592,0,44,573,0,25,532,0,61,592,0,0,53,374
Dixon-Everton,Roman Dixon,Dixon,DEF,Everton,0.1,0,198,596,1,90,0,0,0,0,0,0,0,0,0,0,4,4,2.43,2.43,0,0,0,0,0,0,15.4,175,491,0.3,187,509,0,179,521,1.6,180,517,0,0,172,489
Mangala-Everton,Orel Mangala,Mangala,MID,Everton,0,2.1,123,280,14,1257,1,1.13,0.08,0,0.59,0.04,1.72,0.12,5,0.36,10,0.72,16.64,1.19,0,0,0,0,0,175,172.8,153,335,133.5,162,263,106,152,267,41.4,161,316,39,7.8,279,687
Bates-Everton,Callum Bates,Bates,MID,Everton,0,0,312,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,745,0,311,741,0,303,725,0,311,745,0,0,296,715
Sherif-Everton,Martin Sherif,Sherif,FWD,Everton,0.1,0,70,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,740,0,65,736,0,66,720,0,66,740,0,0,66,468
Heath-Everton,Isaac Heath,Heath,MID,Everton,0,0,291,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,720,0,290,717,0,281,698,0,290,720,0,0,336,787
Coby Ebere-Everton,Coby Ebere,Coby Ebere,MID,Everton,0,0,295,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,725,0,294,721,0,285,703,0,294,725,0,0,333,784
Welch-Everton,Reece Welch,Welch,DEF,Everton,0,0,213,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,615,0,212,602,0,201,561,0,214,615,0,0,267,802
Nelson-Fulham,Reiss Nelson,Nelson,MID,Fulham,0,2.2,110,258,5,483,1,1.07,0.2,1,0.96,0.18,2.03,0.38,1,0.19,9,1.68,6.13,1.14,0,0,0,0,2,143,131.6,170,366,223.9,130,189,195,116,184,55.1,144,277,27,5.4,210,555
Smith Rowe-Fulham,Emile Smith Rowe,Smith Rowe,MID,Fulham,7.3,3.4,47,105,25,2036,6,4.45,0.2,3,2.04,0.09,6.49,0.29,7,0.31,28,1.24,25.35,1.12,0,0,0,0,15,449,433.8,66,164,422.3,73,94,386,58,88,124.4,66,104,114,22.8,17,52
Andersen-Fulham,Joachim Andersen,Andersen,DEF,Fulham,3.4,1.7,111,347,30,2673,0,1.04,0.04,0,0.57,0.02,1.61,0.06,4,0.13,47,1.58,37.85,1.27,0,0,0,0,3,306,687.6,25,61,99,92,302,162,46,208,95,40,157,51,12.1,41,106
Adama-Fulham,Adama TraorÈ,Adama,MID,Fulham,1.4,2.6,78,190,18,1756,2,4.11,0.21,8,4.61,0.24,8.72,0.45,3,0.15,28,1.44,25.17,1.29,0,0,0,0,8,384,385.4,82,191,632.1,40,49,426,49,77,144.6,55,82,95,21.1,54,166
Andreas-Fulham,Andreas Hoelgebaum Pereira,Andreas,MID,Fulham,0.8,2.5,88,211,25,2004,2,4.24,0.19,6,4.63,0.21,8.87,0.4,5,0.22,32,1.44,27.35,1.23,1,0,0,0,2,355,326.6,101,227,868.3,12,13,300,76,114,149,52,78,81,16.5,71,223
Bassey-Fulham,Calvin Bassey,Bassey,DEF,Fulham,0.6,2.1,88,270,34,3074,1,1.02,0.03,0,0.42,0.01,1.44,0.04,5,0.15,47,1.38,39.22,1.15,0,0,0,0,0,390,587.2,39,107,96.7,93,304,157,53,216,84.1,57,188,75,16.7,95,248
Benda-Fulham,Steven Benda,Benda,GK,Fulham,0.3,0,54,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,582,0,37,563,0,17,516,0,54,582,0,0,45,295
Cairney-Fulham,Tom Cairney,Cairney,MID,Fulham,0,1.3,198,423,3,610,2,0.73,0.11,0,1.14,0.17,1.87,0.28,1,0.15,12,1.77,9.59,1.41,0,0,0,0,0,192,163.8,154,338,213.8,134,197,94,156,281,47.2,153,300,33,6.9,240,610
Castagne-Fulham,Timothy Castagne,Castagne,DEF,Fulham,0.8,1.9,100,310,17,1642,0,0.38,0.02,1,0.56,0.03,0.94,0.05,3,0.16,28,1.53,22.39,1.23,0,0,0,0,0,205,360.4,73,201,163.6,58,235,123,69,246,64.9,80,251,46,11,86,226
Diop-Fulham,Issa Diop,Diop,DEF,Fulham,0.2,1.5,125,380,15,1334,0,0.51,0.03,0,0.07,0,0.58,0.03,1,0.07,19,1.28,19.98,1.35,0,0,0,0,0,146,257.6,99,268,44.7,130,372,83,87,292,38.3,110,332,31,7.2,136,358
Harris-Fulham,Luke Harris,Harris,MID,Fulham,0,0,297,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,727,0,296,723,0,287,705,0,296,727,0,0,323,767
Iwobi-Fulham,Alex Iwobi,Iwobi,MID,Fulham,4.9,4.1,19,38,35,2981,9,4.33,0.13,6,6.9,0.21,11.23,0.34,6,0.18,45,1.36,38.06,1.15,0,0,0,0,16,704,806.8,6,32,922.4,10,11,699,22,37,243,8,11,156,28.9,21,77
Leno-Fulham,Bernd Leno,Leno,GK,Fulham,2.9,3,21,142,38,3420,0,0,0,2,0.03,0,0.03,0,5,0.13,54,1.42,47.75,1.26,0,1,110,2.89,5,475,967,4,10,20,8,432,0,74,770,98.6,3,149,115,23,17,114
Luki?-Fulham,Saöa Luki?,Luki?,MID,Fulham,0,1.9,142,316,28,2348,0,1.16,0.04,2,1.4,0.05,2.56,0.09,4,0.15,37,1.42,33.02,1.27,0,0,0,0,1,354,335.6,97,223,455.1,67,86,119,142,252,91,93,168,56,11.7,214,565
Mbabu-Fulham,Kevin Mbabu,Mbabu,DEF,Fulham,0.1,0,201,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,593,0,198,576,0,187,535,0,200,593,0,0,152,423
Muniz-Fulham,Rodrigo Muniz Carvalho,Muniz,FWD,Fulham,1.4,2.8,23,176,8,943,8,5.91,0.56,1,0.2,0.02,6.11,0.58,2,0.19,17,1.62,15.28,1.46,0,0,0,0,14,349,352.4,21,211,95.3,33,306,508,21,62,95.4,22,156,86,15.6,25,170
Ra˙l-Fulham,Ra˙l JimÈnez,Ra˙l,FWD,Fulham,5,3.9,16,53,30,2486,12,11.97,0.43,3,2.07,0.07,14.04,0.5,7,0.25,37,1.34,33.49,1.21,0,0,0,0,26,539,612.8,9,94,372.2,7,112,1018,5,10,199.7,7,31,147,27.7,16,76
Ream-Fulham,Tim Ream,Ream,DEF,Fulham,0,0,259,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,687,0,259,682,0,257,659,0,260,687,0,0,256,751
Reed-Fulham,Harrison Reed,Reed,MID,Fulham,0,0.8,253,541,0,100,0,0.23,0.21,0,0.09,0.08,0.32,0.29,0,0,3,2.7,4.62,4.16,0,0,0,0,0,36,18.6,223,485,20.6,222,427,33,197,371,7.1,216,463,10,2.1,248,630
Robinson-Fulham,Antonee Robinson,Robinson,DEF,Fulham,15.2,2.9,40,150,35,3166,0,0.7,0.02,10,4.17,0.12,4.87,0.14,5,0.14,49,1.39,44.79,1.27,0,0,0,0,8,507,922.2,4,16,723.4,4,34,206,27,171,185.5,4,48,106,22.6,9,25
Stansfield-Fulham,Jay Stansfield,Stansfield,FWD,Fulham,0,1,61,524,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.67,60.3,0,0,0,0,0,2,0,81,789,0,81,788,0,81,781,0,81,789,1,0.2,78,598
Tete-Fulham,Kenny Tete,Tete,DEF,Fulham,0.2,2.2,80,250,21,1773,0,1.37,0.07,2,0.65,0.03,2.02,0.1,3,0.15,26,1.32,25.5,1.29,0,0,0,0,0,207,381.2,70,195,192.2,49,214,158,50,213,73.1,72,226,49,11.1,133,351
Vinicius-Fulham,Carlos VinÌcius Alves Morais,Vinicius,FWD,Fulham,0.3,1,60,523,0,13,0,0.06,0.42,0,0,0,0.06,0.42,0,0,1,6.92,0.11,0.76,0,0,0,0,0,14,4,54,525,0,78,781,19,52,407,2.3,54,502,3,0.6,48,298
Wilson-Fulham,Harry Wilson,Wilson,MID,Fulham,0.2,3.1,63,139,12,1148,6,4.19,0.33,2,1.17,0.09,5.36,0.42,2,0.16,21,1.65,16.22,1.27,0,0,0,0,6,329,334.6,99,225,310.2,98,139,440,48,74,107.8,79,137,78,15,112,349
Sessegnon-Fulham,Ryan Sessegnon,Sessegnon,DEF,Fulham,2.6,3.6,13,77,7,574,4,1.64,0.26,2,1.12,0.18,2.76,0.44,1,0.16,10,1.57,8.2,1.29,0,0,0,0,5,137,284,93,248,158.8,63,241,227,23,154,67.1,77,245,57,13.6,44,122
J.Cuenca-Fulham,Jorge Cuenca Barreno,J.Cuenca,DEF,Fulham,0,1.1,150,446,4,349,0,0.02,0.01,0,0.01,0,0.03,0.01,0,0,8,2.06,8.99,2.32,0,0,0,0,0,38,81.2,149,412,2.3,178,489,4,170,463,8.6,159,450,9,2,199,573
King-Fulham,Josh King,King,MID,Fulham,0.1,1.2,205,436,1,126,0,0.28,0.2,0,0.67,0.48,0.95,0.68,1,0.71,0,0,0.74,0.53,0,0,0,0,0,30,26.2,215,468,45.7,201,369,38,190,358,11.2,204,434,10,2.3,174,479
Godo-Fulham,Martial Godo,Godo,MID,Fulham,0,1,219,488,0,21,0,0,0,0,0.07,0.3,0.07,0.3,0,0,0,0,0.15,0.64,0,0,0,0,0,4,3.4,242,526,12,230,451,14,217,421,3,231,495,2,0.5,226,585
Berge-Fulham,Sander Berge,Berge,MID,Fulham,0,1.7,163,354,26,2221,0,0.45,0.02,0,0.63,0.03,1.08,0.05,4,0.16,35,1.42,30.81,1.25,0,0,0,0,2,334,314.4,104,235,285.7,106,153,51,182,339,65.1,128,249,53,10.6,252,637
Amissah-Fulham,Samuel Amissah,Amissah,DEF,Fulham,0,0,241,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,648,0,241,636,0,233,598,0,242,648,0,0,217,627
Willian-Fulham,Willian Borges da Silva,Willian,MID,Fulham,0,1.3,200,425,2,251,0,0.28,0.1,0,0.72,0.26,1,0.36,1,0.36,3,1.08,4.45,1.6,0,0,0,0,0,54,36.2,204,455,133.3,163,264,25,205,389,19.5,193,399,13,2.6,284,699
Enciso-Ipswich,Julio Enciso,Enciso,MID,Ipswich,0.2,2.4,99,230,14,1155,2,2.82,0.22,3,1.32,0.1,4.14,0.32,2,0.16,22,1.71,22.1,1.72,0,0,0,0,5,224,250.8,124,273,268.9,112,162,362,61,92,87.7,95,174,59,10.9,111,348
Al-Hamadi-Ipswich,Ali Al-Hamadi,Al-Hamadi,FWD,Ipswich,0.2,0.7,63,547,0,125,0,0.35,0.25,0,0.04,0.03,0.39,0.28,0,0,5,3.6,3.84,2.76,0,0,0,0,0,15,5.6,51,513,25.7,47,417,32,49,376,6,49,473,8,1.7,55,350
Baggott-Ipswich,Elkan Baggott,Baggott,DEF,Ipswich,0,0,224,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,628,0,223,615,0,213,575,0,225,628,0,0,239,696
Broadhead-Ipswich,Nathan Broadhead,Broadhead,MID,Ipswich,0,2.1,121,277,7,690,2,1.74,0.23,0,1.05,0.14,2.79,0.37,2,0.26,12,1.57,11.72,1.53,0,0,0,0,1,137,148.2,159,352,111,171,284,155,127,218,41.4,160,315,37,7.6,285,700
Burgess-Ipswich,Cameron Burgess,Burgess,DEF,Ipswich,1.8,1.4,128,394,16,1540,0,1.08,0.06,2,0.34,0.02,1.42,0.08,0,0,37,2.16,35.17,2.06,0,0,0,0,0,122,422,64,171,87.2,98,313,103,76,270,61.4,81,263,26,6.8,57,146
Burns-Ipswich,Wes Burns,Burns,MID,Ipswich,0,1.7,161,351,12,922,0,0.5,0.05,1,1.17,0.11,1.67,0.16,1,0.1,23,2.25,23.62,2.31,0,0,0,0,0,144,111.6,183,385,148.5,155,247,66,174,316,31.8,178,357,30,6.4,244,621
Chaplin-Ipswich,Conor Chaplin,Chaplin,MID,Ipswich,0.1,1.9,145,320,10,845,1,1.52,0.16,2,0.61,0.06,2.13,0.22,1,0.11,19,2.02,17.93,1.91,0,0,0,0,0,139,106.6,185,390,152.1,154,244,108,151,266,36.1,169,340,41,8,179,494
H.Clarke-Ipswich,Harry Clarke,H.Clarke,DEF,Ipswich,0,0.1,196,560,4,377,0,0.08,0.02,0,0.1,0.02,0.18,0.04,0,0,10,2.39,9.1,2.17,0,0,0,0,0,-5,48.2,160,441,24.4,151,422,35,123,363,10.5,154,441,1,0.2,193,558
Davis-Ipswich,Leif Davis,Davis,DEF,Ipswich,0.9,1.6,118,364,32,2742,1,0.98,0.03,2,4.74,0.16,5.72,0.19,2,0.07,71,2.33,60.7,1.99,0,0,0,0,5,174,486.8,57,149,865.4,2,14,145,58,227,149.6,9,76,52,12.4,85,219
Delap-Ipswich,Liam Delap,Delap,FWD,Ipswich,3.3,3.6,18,83,32,2587,12,9.44,0.33,2,1.38,0.05,10.82,0.38,3,0.1,58,2.02,53.6,1.86,0,0,0,0,22,472,513,15,137,290.5,16,152,783,12,26,157.5,14,66,132,23.6,19,107
Edmundson-Ipswich,George Edmundson,Edmundson,DEF,Ipswich,0.1,1,160,465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,206,600,0,204,585,0,193,544,0,206,600,1,0.2,189,544
Greaves-Ipswich,Jacob Greaves,Greaves,DEF,Ipswich,2.3,1.5,124,378,25,2205,1,1.31,0.05,0,0.21,0.01,1.52,0.06,2,0.08,53,2.16,45.51,1.86,0,0,0,0,0,171,592.8,37,103,77.2,104,325,157,52,215,82.7,59,193,37,9.7,48,129
Harness-Ipswich,Marcus Myers-Harness,Harness,MID,Ipswich,0,1,238,518,0,43,0,0,0,0,0.05,0.1,0.05,0.1,0,0,2,4.19,1.36,2.85,0,0,0,0,0,4,9.4,233,503,1.9,240,493,6,233,455,1.7,238,516,2,0.4,304,729
Hirst-Ipswich,George Hirst,Hirst,FWD,Ipswich,0.1,1.8,37,342,5,645,3,2.14,0.3,1,0.24,0.03,2.38,0.33,0,0,16,2.23,15.41,2.15,0,0,0,0,3,157,146.4,34,356,64.5,37,344,207,36,170,41.2,35,318,46,8.5,72,536
Humphreys-Ipswich,Cameron Humphreys,Humphreys,MID,Ipswich,0,0,302,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,732,0,301,728,0,292,710,0,301,732,0,0,291,709
Hutchinson-Ipswich,Omari Giraud-Hutchinson,Hutchinson,MID,Ipswich,0.3,2.8,74,175,30,2585,3,2.93,0.1,3,2.46,0.09,5.39,0.19,3,0.1,61,2.12,51.04,1.78,0,0,0,0,6,352,383.2,84,193,487.5,61,79,443,46,72,131.5,63,97,88,16.9,101,326
Johnson-Ipswich,Ben Johnson,Johnson,DEF,Ipswich,1.9,1.3,142,418,14,1346,1,1.06,0.07,2,0.83,0.06,1.89,0.13,0,0,39,2.61,37.89,2.53,0,0,0,0,2,23,276.6,94,255,177.2,54,224,92,84,283,54.6,83,282,30,7.9,56,144
Ladapo-Ipswich,Freddie Ladapo,Ladapo,FWD,Ipswich,0.4,0,65,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,688,0,59,683,0,60,660,0,60,688,0,0,47,289
Luongo-Ipswich,Massimo Luongo,Luongo,MID,Ipswich,0.2,1.2,203,433,2,195,0,0,0,0,0.01,0,0.01,0,0,0,6,2.77,6.84,3.16,0,0,0,0,0,47,34.4,208,460,6.6,236,472,4,235,460,4.6,227,487,13,3,114,355
Morsy-Ipswich,Sam Morsy,Morsy,MID,Ipswich,0.1,2,132,298,31,2749,1,0.45,0.01,1,1.51,0.05,1.96,0.06,2,0.07,67,2.19,58.21,1.91,0,0,0,0,5,421,417,69,173,374,82,111,47,185,346,83.7,100,189,67,14,152,438
Ndaba-Ipswich,Corrie Ndaba,Ndaba,DEF,Ipswich,0,0,207,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,602,0,206,587,0,195,546,0,208,602,0,0,260,765
Slicker-Ipswich,Cieran Slicker,Slicker,GK,Ipswich,0.6,0,55,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,583,0,38,564,0,18,517,0,55,583,0,0,34,251
Taylor-Ipswich,Jack Taylor,Taylor,MID,Ipswich,0,1.2,207,439,4,837,1,0.75,0.08,0,0.77,0.08,1.52,0.16,0,0,21,2.26,16.28,1.75,0,0,0,0,1,144,142,164,359,100.5,178,301,84,162,290,32.4,175,352,38,7.9,245,623
