FPL Name-Team,Player Name,Name in FPL,Position,Team,Teams Selected By %,PPG,PPG Rank (Position),PPG Rank (All),Starts,Minutes Played,Goals,xG,xG per 90,Assists,xA,xA per 90,xGI,xGI per 90,Clean Sheets,Clean Sheets per 90,Goals Conceded,Goals Conceded per 90,xGC,xGC per 90,Penalties Missed,Penalties Saved,Saves,Saves per 90,Bonus,Total BPS,Influence,Influence Rank (Position),Influence Rank (All),Creativity,Creativity Rank (Position),Creativity Rank (All),Threat,Threat Rank (Position),Threat Rank (All),ICT Index,ICT Index Rank (Position),ICT Index Rank (All),Total Points,Season Value (Points Per Million),Overall Rank by Position,Overall Rank
Davies-Spurs,Ben Davies,Davies,DEF,Spurs,0.2,1.6,119,365,14,1329,0,0.27,0.02,0,0.5,0.03,0.77,0.05,3,0.2,26,1.76,25.79,1.75,0,0,0,0,0,154,343.6,79,216,42.1,131,377,49,114,342,43.7,98,309,28,6.5,143,397
Devine-Spurs,Alfie Devine,Devine,MID,Spurs,0,0,289,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,718,0,288,715,0,279,696,0,288,718,0,0,216,567
Dr?gu?in-Spurs,Radu Dr?gu?in,Dr?gu?in,DEF,Spurs,0.1,1.5,126,381,14,1250,0,0.13,0.01,0,0.16,0.01,0.29,0.02,2,0.14,29,2.09,28.59,2.06,0,0,0,0,0,96,256.4,100,269,58.1,115,349,47,116,344,36.2,113,339,24,5.6,145,404
E.Royal-Spurs,Emerson Leite de Souza Junior,E.Royal,DEF,Spurs,0,0,264,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,696,0,264,692,0,262,672,0,265,696,0,0,246,726
Forster-Spurs,Fraser Forster,Forster,GK,Spurs,0.3,2.7,29,182,7,630,0,0,0,0,0,0,0,0,1,0.14,15,2.14,14.8,2.11,0,0,29,4.14,0,64,221,26,286,0,73,658,0,56,624,22.2,26,390,19,4.4,47,303
Gray-Spurs,Archie Gray,Gray,MID,Spurs,0.2,1.6,172,372,19,1750,0,0.03,0,0,0.19,0.01,0.22,0.01,2,0.1,41,2.11,37.33,1.92,0,0,0,0,0,253,254.6,123,270,71.4,193,334,15,216,419,34.3,170,345,45,9.8,126,383
H¯jbjerg-Spurs,Pierre-Emile H¯jbjerg,H¯jbjerg,MID,Spurs,0,0,334,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,781,0,334,779,0,332,773,0,334,781,0,0,327,774
Johnson-Spurs,Brennan Johnson,Johnson,MID,Spurs,2.3,4.2,18,35,24,2171,11,10.75,0.45,6,1.99,0.08,12.74,0.53,2,0.08,38,1.58,38.88,1.61,0,0,0,0,13,461,559.6,41,116,295,103,147,761,16,28,161,44,63,137,22.1,42,128
Kulusevski-Spurs,Dejan Kulusevski,Kulusevski,MID,Spurs,2.2,3.7,35,75,27,2386,7,4.06,0.15,4,4.03,0.15,8.09,0.3,6,0.23,41,1.55,42.39,1.6,0,0,0,0,9,426,613.6,33,93,843.8,14,17,733,19,32,218.7,12,17,117,18.9,44,134
Lo Celso-Spurs,Giovani Lo Celso,Lo Celso,MID,Spurs,0,0,332,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,776,0,332,775,0,328,763,0,331,776,0,0,246,626
Maddison-Spurs,James Maddison,Maddison,MID,Spurs,3.8,4.3,16,30,21,1799,9,5.54,0.28,8,5.92,0.3,11.46,0.58,6,0.3,32,1.6,32.39,1.62,0,0,0,0,15,592,683.4,19,63,702.3,31,36,495,41,64,187.8,33,43,133,18,31,100
Pedro Porro-Spurs,Pedro Porro,Pedro Porro,DEF,Spurs,16.5,3,39,145,28,2606,2,1.63,0.06,6,4.71,0.16,6.34,0.22,6,0.21,47,1.62,49.37,1.71,0,0,0,0,6,456,778.4,15,37,932.9,1,10,200,30,178,191.2,2,40,98,18.8,8,23
ReguilÛn-Spurs,Sergio ReguilÛn,ReguilÛn,DEF,Spurs,0.2,0.5,192,553,1,194,0,0.12,0.06,0,0.24,0.11,0.36,0.17,0,0,3,1.39,2.47,1.15,0,0,0,0,0,20,33.4,169,462,25.2,150,419,13,152,424,7.2,162,461,2,0.5,142,393
Richarlison-Spurs,Richarlison de Andrade,Richarlison,FWD,Spurs,0.4,2.3,29,248,4,497,4,3.71,0.67,1,0.6,0.11,4.31,0.78,1,0.18,9,1.63,7.29,1.32,0,0,0,0,0,138,180.8,31,331,57.1,38,352,243,33,141,47.4,34,299,35,5.1,46,281
Romero-Spurs,Cristian Romero,Romero,DEF,Spurs,3.5,2.7,57,186,18,1416,1,1.52,0.1,1,0.81,0.05,2.33,0.15,3,0.19,22,1.4,19.31,1.23,0,0,0,0,3,245,343.2,80,217,113.1,81,282,232,22,152,69,75,237,49,10,39,104
P.M.Sarr-Spurs,Pape Matar Sarr,P.M.Sarr,MID,Spurs,0.2,2,131,297,22,1901,3,3.72,0.18,2,0.78,0.04,4.5,0.22,2,0.09,38,1.8,36.38,1.72,0,0,0,0,4,365,398.4,75,180,257.2,118,171,220,101,160,87.2,97,178,71,15.1,118,370
Scarlett-Spurs,Dane Scarlett,Scarlett,FWD,Spurs,0.7,2,33,294,0,31,0,0.04,0.12,1,0,0,0.04,0.12,0,0,1,2.9,0.83,2.41,0,0,0,0,0,20,24.4,45,471,11,52,455,17,53,410,5.2,52,481,6,1.4,42,247
Solomon-Spurs,Manor Solomon,Solomon,MID,Spurs,0,0,342,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,794,0,342,794,0,340,790,0,342,794,0,0,268,656
Son-Spurs,Son Heung-min,Son,MID,Spurs,4.1,4.3,17,31,24,2106,7,7.25,0.31,10,4.97,0.21,12.22,0.52,4,0.17,35,1.5,37.99,1.62,1,0,0,0,12,543,629.6,28,80,734.9,27,31,707,20,35,207.2,20,25,129,13.3,28,92
Spence-Spurs,Djed Spence,Spence,DEF,Spurs,0.7,2,95,293,19,1790,1,0.58,0.03,2,1.41,0.07,1.99,0.1,3,0.15,39,1.96,34.79,1.75,0,0,0,0,6,216,433,60,167,226.6,39,188,100,80,274,76.1,64,213,51,11.6,93,237
Udogie-Spurs,Destiny Udogie,Udogie,DEF,Spurs,1.5,1.7,113,352,24,1923,0,0.31,0.01,1,1.22,0.06,1.53,0.07,2,0.09,35,1.64,33.28,1.56,0,0,0,0,0,233,354.8,75,209,256.5,36,172,132,63,238,74.5,66,220,43,9,65,163
Van de Ven-Spurs,Micky van de Ven,Van de Ven,DEF,Spurs,2.4,2.5,67,209,12,1014,0,0.54,0.05,2,0.7,0.06,1.24,0.11,2,0.18,17,1.51,13.28,1.18,0,0,0,0,2,139,212,109,300,39.4,132,382,57,104,326,30.9,121,361,32,7.1,47,127
Veliz-Spurs,Alejo VÈliz,Veliz,FWD,Spurs,0,0,82,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,791,0,82,790,0,82,783,0,82,791,0,0,86,750
Vicario-Spurs,Guglielmo Vicario,Vicario,GK,Spurs,1.8,2.8,26,172,24,2160,0,0,0,0,0,0,0,0,4,0.17,37,1.54,33.6,1.4,0,0,68,2.83,2,293,587.8,18,105,0,81,770,0,72,758,58.5,19,271,66,13.8,21,145
Werner-Spurs,Timo Werner,Werner,MID,Spurs,0.1,1.9,147,323,4,504,0,1.04,0.19,3,1.55,0.28,2.59,0.47,1,0.18,12,2.14,11.41,2.04,0,0,0,0,2,120,114.6,178,380,148,156,248,113,149,261,37.1,166,333,34,5.5,142,409
Whiteman-Spurs,Alfie Whiteman,Whiteman,GK,Spurs,1.7,0,51,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,579,0,33,559,0,13,512,0,51,579,0,0,23,152
Lankshear-Spurs,Will Lankshear,Lankshear,FWD,Spurs,1,1,54,499,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.18,0,0,0,0,0,7,0,67,749,0,66,745,0,67,729,0,67,749,3,0.7,37,212
Moore-Spurs,Mikey Moore,Moore,MID,Spurs,0.2,1.9,139,313,3,359,0,0.2,0.05,2,0.56,0.14,0.76,0.19,0,0,5,1.25,6.87,1.72,0,0,0,0,0,51,33.2,210,463,45.2,202,370,34,195,368,11,205,435,19,4.2,117,367
Odobert-Spurs,Wilson Odobert,Odobert,MID,Spurs,0,2.1,127,284,9,843,1,1.63,0.17,0,0.76,0.08,2.39,0.25,1,0.11,20,2.14,16.29,1.74,0,0,0,0,3,92,101.2,188,401,108.6,172,288,156,126,217,36.7,167,335,34,6.4,218,570
Olusesi-Spurs,Callum Olusesi,Olusesi,MID,Spurs,0,0,294,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,723,0,293,720,0,284,701,0,293,723,0,0,301,724
Hardy-Spurs,Malachi Hardy,Hardy,DEF,Spurs,0,0,245,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,652,0,245,640,0,237,602,0,246,652,0,0,210,609
Williams-Barnett-Spurs,Luca Williams-Barnett,Williams-Barnett,MID,Spurs,0,0,326,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,767,0,325,764,0,318,748,0,325,767,0,0,320,763
Dorrington-Spurs,Alfie Dorrington,Dorrington,DEF,Spurs,0,1,163,469,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.28,0,0,0,0,0,4,1,193,545,0.2,191,519,0,215,577,0.1,195,549,1,0.2,253,743
King-Spurs,Maeson King,King,DEF,Spurs,0,0,242,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,649,0,242,637,0,234,599,0,243,649,0,0,219,631
Kinsky-Spurs,AntonÌn Kinsky,Kinsky,GK,Spurs,0.1,2.8,25,162,6,540,0,0,0,0,0.01,0,0.01,0,1,0.17,11,1.83,11.8,1.97,0,0,24,4,0,86,208.2,28,302,10.1,14,462,0,50,615,21.7,28,393,17,4.1,58,416
Yang-Spurs,Min-Hyeok Yang,Yang,MID,Spurs,0,0,328,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,769,0,327,767,0,320,751,0,327,769,0,0,334,785
Ajayi-Spurs,Damola Ajayi,Ajayi,MID,Spurs,0,0,319,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,755,0,318,752,0,310,735,0,318,755,0,0,302,725
Cassanova-Spurs,Dante Cassanova,Cassanova,DEF,Spurs,0,0,219,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,622,0,218,609,0,208,569,0,220,622,0,0,243,718
Danso-Spurs,Kevin Danso,Danso,DEF,Spurs,0,1.6,120,366,9,842,0,0.4,0.04,0,0.12,0.01,0.52,0.05,1,0.11,18,1.92,17.19,1.84,0,0,0,0,0,104,242,104,275,34.4,137,391,72,93,304,34.9,115,343,16,3.6,213,617
Tel-Spurs,Mathys Tel,Tel,MID,Spurs,0.1,3.2,58,130,11,908,2,2.96,0.29,2,1.55,0.15,4.51,0.44,2,0.2,20,1.98,17.39,1.72,0,0,0,0,2,151,183.8,148,328,208.3,138,204,236,96,149,62.3,135,260,42,7.2,162,454
Ferguson-West Ham,Evan Ferguson,Ferguson,FWD,West Ham,0.3,1.3,43,427,3,385,1,1.13,0.26,0,0.66,0.15,1.79,0.41,1,0.23,9,2.1,6.39,1.49,0,0,0,0,2,97,80,39,416,68.5,36,339,104,41,268,25,40,378,28,5.1,52,327
Wan-Bissaka-West Ham,Aaron Wan-Bissaka,Wan-Bissaka,DEF,West Ham,6.4,3.3,24,112,35,3154,2,1.18,0.03,6,2.75,0.08,3.93,0.11,6,0.17,59,1.68,56.95,1.63,0,0,0,0,15,496,807.4,12,31,531.5,12,67,188,35,191,152.7,8,72,118,26.2,20,58
√Ålvarez-West Ham,Edson √Ålvarez Vel·zquez,√Ålvarez,MID,West Ham,0.1,1.4,193,415,20,1769,0,0.39,0.02,1,0.89,0.05,1.28,0.07,3,0.15,31,1.58,30.15,1.53,0,0,0,0,0,221,281.8,114,252,213.9,132,195,51,183,340,54.7,148,281,40,8,156,442
Antonio-West Ham,Michail Antonio,Antonio,FWD,West Ham,0.8,3,21,144,11,834,1,2.2,0.24,4,0.91,0.1,3.11,0.34,4,0.43,18,1.94,17.83,1.92,0,0,0,0,3,111,72,40,419,139.5,28,260,194,37,185,39.5,36,326,42,8.1,39,225
Areola-West Ham,Alphonse Areola,Areola,GK,West Ham,7.2,2.7,28,181,25,2259,0,0,0,0,0,0,0,0,4,0.16,41,1.63,37.78,1.51,0,0,82,3.27,1,261,619.8,16,89,0,70,653,0,53,618,62.1,17,261,69,16.4,10,54
Bowen-West Ham,Jarrod Bowen,Bowen,MID,West Ham,18,5.7,4,6,34,2974,13,8.6,0.26,11,6.47,0.2,15.07,0.46,8,0.24,50,1.51,51.12,1.55,0,0,0,0,21,678,903,5,17,737.8,26,30,1081,3,7,271.9,5,8,193,24.4,6,19
Coufal-West Ham,VladimÌr Coufal,Coufal,DEF,West Ham,0.4,1.2,147,431,11,1056,0,0.37,0.03,0,0.89,0.08,1.25,0.11,2,0.17,21,1.79,19.8,1.69,0,0,0,0,1,89,204,114,308,142,72,258,70,96,309,41.3,102,317,27,6.6,108,283
Cresswell-West Ham,Aaron Cresswell,Cresswell,DEF,West Ham,1.7,2,91,288,10,818,0,0.23,0.03,0,1.89,0.21,2.12,0.24,3,0.33,8,0.88,13.03,1.43,0,0,0,0,3,159,148.4,128,351,152.3,65,243,14,149,420,31.4,120,359,36,9.2,58,150
Earthy-West Ham,George Earthy,Earthy,MID,West Ham,0,0,286,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,715,0,285,712,0,276,693,0,285,715,0,0,266,654
Emerson-West Ham,Emerson Palmieri dos Santos,Emerson,DEF,West Ham,0.6,2.5,65,207,26,2108,2,1.95,0.08,1,2.19,0.09,4.14,0.17,5,0.21,41,1.75,37.51,1.6,0,0,0,0,4,219,420.4,65,172,310.9,27,138,173,41,202,90.4,49,169,76,17.3,97,252
Fabianski-West Ham,?ukasz Fabia?ski,Fabianski,GK,West Ham,10,2.8,24,160,13,1160,0,0,0,0,0,0,0,0,2,0.16,21,1.63,22.78,1.77,0,0,50,3.88,2,143,387.8,21,188,0.3,20,508,0,7,504,38.7,21,330,39,10,6,39
Foderingham-West Ham,Wes Foderingham,Foderingham,GK,West Ham,0.1,0,78,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,662,0,69,652,0,52,617,0,78,662,0,0,60,425
Ings-West Ham,Danny Ings,Ings,FWD,West Ham,1.2,2.1,32,276,1,270,1,2.25,0.75,3,0.06,0.02,2.31,0.77,0,0,4,1.33,4.89,1.63,0,0,0,0,4,110,97,37,404,76.5,34,326,159,38,211,33.4,38,350,32,6.7,26,187
Kilman-West Ham,Max Kilman,Kilman,DEF,West Ham,1.3,2.2,79,249,38,3348,0,1.55,0.04,1,1.19,0.03,2.74,0.07,6,0.16,62,1.67,59.71,1.61,0,0,0,0,5,395,832.6,8,26,203.3,47,208,149,55,222,118.8,25,117,82,19.1,69,175
Kudus-West Ham,Mohammed Kudus,Kudus,MID,West Ham,2.6,3.3,55,120,31,2589,5,6.97,0.24,4,2.67,0.09,9.64,0.33,7,0.24,46,1.6,43.46,1.51,0,0,0,0,5,373,471.6,57,152,552.5,52,65,752,18,30,177.5,39,56,106,17.1,39,119
L.Guilherme-West Ham,Luis Guilherme Lira dos Santos,L.Guilherme,MID,West Ham,0,1,234,512,1,139,0,0.42,0.27,0,0.13,0.08,0.55,0.35,0,0,5,3.24,2.61,1.69,0,0,0,0,0,47,27.6,214,467,49.1,199,364,32,200,375,10.8,207,438,12,2.6,256,642
L.Paquet·-West Ham,Lucas Tolentino Coelho de Lima,L.Paquet·,MID,West Ham,0.9,2.4,101,232,27,2374,4,5.36,0.2,1,3.36,0.13,8.72,0.33,4,0.15,50,1.9,43.32,1.64,0,0,0,0,5,375,433.2,68,166,627.7,42,51,267,82,125,132.6,62,95,80,14,67,213
Mavropanos-West Ham,Konstantinos Mavropanos,Mavropanos,DEF,West Ham,0.1,1.4,139,405,21,2035,0,1.61,0.07,0,0.39,0.02,2,0.09,2,0.09,39,1.72,37.11,1.64,0,0,0,0,4,234,497,54,144,74.9,106,329,160,48,210,73.2,71,225,45,10.5,154,430
N.Aguerd-West Ham,Nayef Aguerd,N.Aguerd,DEF,West Ham,0,0,256,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,672,0,256,666,0,253,638,0,257,672,0,0,202,581
Sou?ek-West Ham,Tom·ö Sou?ek,Sou?ek,MID,West Ham,1.5,3.6,36,80,30,2563,9,6.6,0.23,2,1.27,0.04,7.87,0.27,7,0.25,44,1.55,44.29,1.56,0,0,0,0,15,442,672.6,22,67,231.8,128,186,643,27,46,154,49,71,126,26.2,51,162
Ward-Prowse-West Ham,James Ward-Prowse,Ward-Prowse,MID,West Ham,0.5,2.1,129,287,17,1433,1,1.59,0.1,2,2.68,0.17,4.27,0.27,5,0.31,18,1.13,19.29,1.21,0,0,0,0,2,293,282.4,113,251,378.3,79,108,138,134,232,80,104,203,51,8.4,80,255
Zouma-West Ham,Kurt Zouma,Zouma,DEF,West Ham,0.1,0,255,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,670,0,255,664,0,252,635,0,256,670,0,0,156,434
Irving-West Ham,Andy Irving,Irving,MID,West Ham,0,0.9,248,530,1,161,0,0.13,0.07,0,0.12,0.07,0.25,0.14,0,0,4,2.24,4.48,2.5,0,0,0,0,0,38,37.6,203,452,26.5,217,416,17,214,413,8.1,214,455,9,1.9,255,641
Summerville-West Ham,Crysencio Summerville,Summerville,MID,West Ham,0.3,1.7,167,358,7,776,1,1.61,0.19,1,1.71,0.2,3.32,0.39,2,0.23,20,2.32,17.58,2.04,0,0,0,0,2,129,156.4,158,345,246.1,123,180,186,122,194,58.7,141,270,33,6,97,314
G.RodrÌguez-West Ham,Guido RodrÌguez,G.RodrÌguez,MID,West Ham,0.1,1.6,173,374,16,1147,0,0.22,0.02,1,0.17,0.01,0.39,0.03,4,0.31,19,1.49,20.67,1.62,0,0,0,0,0,193,205.4,140,305,79.7,186,321,29,204,385,31.5,179,358,36,7.5,190,514
F¸llkrug-West Ham,Niclas F¸llkrug,F¸llkrug,FWD,West Ham,0.9,2.3,28,247,6,783,3,2.14,0.25,2,0.47,0.05,2.61,0.3,2,0.23,18,2.07,14.22,1.63,0,0,0,0,3,152,187.2,29,325,173.3,23,228,221,34,159,56.8,31,272,42,6.3,38,222
Todibo-West Ham,Jean-Clair Todibo,Todibo,DEF,West Ham,0.3,2,94,291,20,1824,0,0.36,0.02,0,0.06,0,0.42,0.02,5,0.25,33,1.63,29.86,1.47,0,0,0,0,1,233,373,72,198,37.1,135,388,35,124,364,44.5,96,305,54,12.9,126,322
Casey-West Ham,Kaelan Casey,Casey,DEF,West Ham,0.2,1,162,468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.09,8.1,0,0,0,0,0,3,2,191,540,0,224,616,0,214,576,0.2,192,545,1,0.2,144,400
C.Soler-West Ham,Carlos Soler,C.Soler,MID,West Ham,0,1.5,182,389,14,1394,1,1.85,0.12,1,1.93,0.12,3.78,0.24,2,0.13,25,1.61,28.62,1.85,0,0,0,0,2,216,189,145,322,295.8,102,146,186,121,193,67.2,124,243,47,9.4,238,607
Scarles-West Ham,Ollie Scarles,Scarles,DEF,West Ham,0.1,1.9,98,308,7,659,0,0.11,0.02,0,0.18,0.02,0.29,0.04,2,0.27,9,1.23,10.12,1.38,0,0,0,0,2,98,106.4,138,391,54.3,121,357,24,135,391,18.6,138,401,29,7.2,151,420
Mayers-West Ham,Ezra Mayers,Mayers,DEF,West Ham,0,0,243,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,650,0,243,638,0,235,600,0,244,650,0,0,218,628
Orford-West Ham,Lewis Orford,Orford,MID,West Ham,0,1,225,497,0,47,0,0.03,0.06,0,0.04,0.08,0.07,0.14,0,0,1,1.91,1.23,2.36,0,0,0,0,0,13,6.4,236,510,27.6,215,412,6,230,451,4,228,490,2,0.4,305,732
Johnstone-Wolves,Sam Johnstone,Johnstone,GK,Wolves,0.2,1.7,38,346,7,630,0,0,0,0,0,0,0,0,0,0,17,2.43,12.98,1.85,0,0,23,3.29,0,42,193.8,29,318,10,15,463,0,48,613,20.4,29,396,12,2.9,49,328
AÔt-Nouri-Wolves,Rayan AÔt-Nouri,AÔt-Nouri,DEF,Wolves,15,3.4,22,107,37,3112,4,2.69,0.08,7,3.98,0.12,6.67,0.2,7,0.2,67,1.94,53.27,1.54,0,0,0,0,13,447,778.4,14,36,694.3,5,37,435,3,75,191,3,41,125,24.5,10,26
B.Traore-Wolves,Boubacar TraorÈ,B.Traore,MID,Wolves,0,1,237,517,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,241,524,0,330,772,0,326,760,0.4,247,538,1,0.2,251,634
Bellegarde-Wolves,Jean-Ricner Bellegarde,Bellegarde,MID,Wolves,0.2,2.6,81,194,20,1666,2,1.46,0.08,7,2.74,0.15,4.2,0.23,6,0.32,31,1.67,26.55,1.43,0,0,0,0,5,332,355.6,91,207,422.8,71,92,200,112,177,97.2,88,152,90,18.4,134,395
Bentley-Wolves,Daniel Bentley,Bentley,GK,Wolves,1.7,4.5,1,18,2,180,0,0,0,0,0,0,0,0,1,0.5,4,2,3.01,1.5,0,0,8,4,1,29,60,37,429,0,28,553,0,8,505,6,37,472,9,2.3,22,151
Chiquinho-Wolves,Francisco Jorge Tom·s Oliveira,Chiquinho,MID,Wolves,0.1,1,224,496,0,6,0,0,0,0,0.05,0.75,0.05,0.75,0,0,0,0,0,0,0,0,0,0,0,4,3,245,532,14.3,227,443,2,238,474,1.9,237,512,1,0.2,189,513
Chirewa-Wolves,Tawanda Chirewa,Chirewa,MID,Wolves,0,0,292,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,721,0,291,718,0,282,699,0,291,721,0,0,264,652
Chiwome-Wolves,Leon Chiwome,Chiwome,FWD,Wolves,1.1,0,64,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,684,0,58,679,0,59,655,0,59,684,0,0,29,194
Cundle-Wolves,Luke Cundle,Cundle,MID,Wolves,0.1,0,273,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,699,0,272,695,0,263,675,0,272,699,0,0,141,408
Cunha-Wolves,Matheus Santos Carneiro Da Cunha,Cunha,FWD,Wolves,13.6,5.4,4,8,29,2596,15,8.73,0.3,7,5.29,0.18,14.02,0.48,7,0.24,54,1.87,44.53,1.54,0,0,0,0,41,838,936.2,3,13,847.8,1,16,940,8,15,272.2,3,7,178,25.4,7,30
Dawson-Wolves,Craig Dawson,Dawson,DEF,Wolves,0.1,1.1,149,445,10,969,0,0.5,0.05,1,0.07,0.01,0.57,0.06,1,0.09,25,2.32,18.56,1.72,0,0,0,0,1,57,204.2,113,307,31.3,142,399,55,106,330,29.1,124,368,17,4,157,436
Doherty-Wolves,Matt Doherty,Doherty,DEF,Wolves,0.3,2.5,63,204,25,2105,2,1.12,0.05,1,1.24,0.05,2.36,0.1,6,0.26,38,1.62,32.68,1.4,0,0,0,0,4,307,502.2,53,143,179.9,53,223,135,61,236,81.8,61,196,75,17.4,116,299
Doyle-Wolves,Tommy Doyle,Doyle,MID,Wolves,0,1.2,206,438,3,474,0,0.55,0.1,1,0.35,0.07,0.9,0.17,0,0,10,1.9,10.16,1.93,0,0,0,0,0,128,114.6,177,379,101.7,177,297,34,196,369,25.3,188,376,28,6,230,594
F·bio Silva-Wolves,F·bio Silva,F·bio Silva,FWD,Wolves,0.1,0,80,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,785,0,79,784,0,79,777,0,79,785,0,0,68,478
Fraser-Wolves,Nathan Fraser,Fraser,FWD,Wolves,1,0,68,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,734,0,63,730,0,64,714,0,64,734,0,0,35,207
Gonzalez-Wolves,Enso Gonz·lez,Gonzalez,MID,Wolves,0,0,268,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,685,0,267,680,0,258,657,0,267,685,0,0,229,593
Guedes-Wolves,GonÁalo Manuel Ganchinho Guedes,Guedes,MID,Wolves,0.1,2.1,126,283,10,979,2,3.28,0.3,4,0.92,0.08,4.2,0.38,3,0.28,25,2.3,18.83,1.73,0,0,0,0,2,187,215.8,135,294,213.9,133,196,217,104,164,64,131,254,62,11.7,171,471
H.Bueno-Wolves,Hugo Bueno LÛpez,H.Bueno,DEF,Wolves,0,0,266,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,714,0,266,711,0,265,692,0,267,714,0,0,250,738
Hee Chan-Wolves,Hwang Hee-chan,Hee Chan,MID,Wolves,0.2,1.8,160,344,5,646,2,0.79,0.11,1,0.35,0.05,1.14,0.16,0,0,19,2.65,12.57,1.75,0,0,0,0,0,130,111.6,184,386,72.7,191,331,84,163,291,26.7,186,374,37,6.1,102,330
Hodge-Wolves,Joe Hodge,Hodge,MID,Wolves,0.2,0,270,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,695,0,269,691,0,260,671,0,269,695,0,0,135,396
Hoever-Wolves,Ki-Jana Hoever,Hoever,DEF,Wolves,0.1,0,208,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,605,0,207,592,0,196,551,0,209,605,0,0,162,461
J.Gomes-Wolves,Jo„o Victor Gomes da Silva,J.Gomes,MID,Wolves,0.2,2.4,93,223,35,2975,3,2.94,0.09,1,2.61,0.08,5.55,0.17,6,0.18,59,1.78,49.5,1.5,0,0,0,0,7,489,513.4,54,136,428.9,70,90,231,98,153,117.3,72,121,87,17.8,109,342
JosÈ  S·-Wolves,JosÈ Malheiro de S·,JosÈ  S·,GK,Wolves,2.8,3.2,18,123,29,2610,0,0,0,0,0.01,0,0.01,0,7,0.24,48,1.66,42.22,1.46,0,2,71,2.45,4,305,603.4,17,99,30,3,405,0,60,636,63.4,16,258,93,21.1,18,116
Kalajdzic-Wolves,Saöa Kalajdzic,Kalajdzic,FWD,Wolves,0,0,76,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,773,0,74,771,0,75,759,0,75,773,0,0,77,588
King-Wolves,Tom King,King,GK,Wolves,1.2,1,41,455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.14,12.6,0,0,0,0,0,3,0,49,577,0,31,557,0,11,509,0,49,577,1,0.3,27,181
Mario Jr.-Wolves,Mario Lemina,Mario Jr.,MID,Wolves,0.1,2.8,72,171,15,1363,1,1.3,0.09,3,0.87,0.06,2.17,0.15,1,0.07,39,2.58,27.26,1.8,0,0,0,0,5,252,356.8,89,205,166.7,152,232,120,141,251,64.4,130,253,47,9.8,148,428
